"data";"diga_id";"diga_nome";"invaso_capacita_mln_m3"
"2010-05-01";"4";"CIMIA";"9.64"
"2010-06-01";"4";"CIMIA";"9.53"
"2010-07-01";"4";"CIMIA";"9.16"
"2010-08-01";"4";"CIMIA";"8.46"
"2010-09-01";"4";"CIMIA";"6.51"
"2010-10-01";"4";"CIMIA";"5.48"
"2010-10-31";"4";"CIMIA";"5.21"
"2010-11-30";"4";"CIMIA";"5.21"
"2010-12-31";"4";"CIMIA";"5.83"
"2011-01-31";"4";"CIMIA";"6.48"
"2011-02-28";"4";"CIMIA";"8.33"
"2011-04-01";"4";"CIMIA";"9.64"
"2011-05-01";"4";"CIMIA";"9.64"
"2011-06-01";"4";"CIMIA";"9.57"
"2011-07-01";"4";"CIMIA";"9.36"
"2011-08-01";"4";"CIMIA";"8.88"
"2011-09-01";"4";"CIMIA";"7.28"
"2011-10-01";"4";"CIMIA";"5.73"
"2011-10-31";"4";"CIMIA";"5.45"
"2011-11-30";"4";"CIMIA";"5.08"
"2011-12-31";"4";"CIMIA";"4.82"
"2012-01-31";"4";"CIMIA";"4.76"
"2012-02-29";"4";"CIMIA";"4.95"
"2012-04-01";"4";"CIMIA";"6.39"
"2012-05-01";"4";"CIMIA";"7.83"
"2012-06-01";"4";"CIMIA";"8.79"
"2012-07-01";"4";"CIMIA";"8.69"
"2012-08-01";"4";"CIMIA";"8.26"
"2012-09-01";"4";"CIMIA";"6.41"
"2012-10-01";"4";"CIMIA";"5.16"
"2012-10-31";"4";"CIMIA";"4.12"
"2012-11-30";"4";"CIMIA";"3.78"
"2012-12-31";"4";"CIMIA";"3.68"
"2013-01-31";"4";"CIMIA";"4.70"
"2013-02-28";"4";"CIMIA";"5.91"
"2013-04-01";"4";"CIMIA";"7.67"
"2013-05-01";"4";"CIMIA";"8.66"
"2013-06-01";"4";"CIMIA";"9.43"
"2013-07-01";"4";"CIMIA";"9.43"
"2013-08-01";"4";"CIMIA";"8.56"
"2013-09-01";"4";"CIMIA";"7.36"
"2013-10-01";"4";"CIMIA";"6.12"
"2013-10-31";"4";"CIMIA";"5.30"
"2013-11-30";"4";"CIMIA";"4.85"
"2013-12-31";"4";"CIMIA";"4.79"
"2014-01-31";"4";"CIMIA";"4.83"
"2014-02-28";"4";"CIMIA";"5.05"
"2014-04-01";"4";"CIMIA";"5.14"
"2014-05-01";"4";"CIMIA";"5.04"
"2014-06-01";"4";"CIMIA";"5.60"
"2014-07-01";"4";"CIMIA";"6.79"
"2014-08-01";"4";"CIMIA";"7.45"
"2014-09-01";"4";"CIMIA";"6.66"
"2014-10-01";"4";"CIMIA";"5.24"
"2014-10-31";"4";"CIMIA";"3.62"
"2014-11-30";"4";"CIMIA";"3.08"
"2014-12-31";"4";"CIMIA";"3.34"
"2015-01-31";"4";"CIMIA";"3.50"
"2015-02-28";"4";"CIMIA";"6.46"
"2015-04-01";"4";"CIMIA";"7.95"
"2015-05-01";"4";"CIMIA";"8.39"
"2015-06-01";"4";"CIMIA";"8.40"
"2015-07-01";"4";"CIMIA";"8.26"
"2015-08-01";"4";"CIMIA";"7.74"
"2015-09-01";"4";"CIMIA";"6.53"
"2015-10-01";"4";"CIMIA";"7.70"
"2015-10-31";"4";"CIMIA";"8.11"
"2015-11-30";"4";"CIMIA";"7.66"
"2015-12-31";"4";"CIMIA";"7.12"
"2016-01-31";"4";"CIMIA";"6.89"
"2016-02-29";"4";"CIMIA";"6.67"
"2016-04-01";"4";"CIMIA";"6.72"
"2016-05-01";"4";"CIMIA";"6.51"
"2016-06-01";"4";"CIMIA";"6.11"
"2016-07-01";"4";"CIMIA";"6.30"
"2016-08-01";"4";"CIMIA";"6.02"
"2016-09-01";"4";"CIMIA";"6.54"
"2016-10-01";"4";"CIMIA";"3.01"
"2016-10-31";"4";"CIMIA";"2.77"
"2016-11-30";"4";"CIMIA";"3.08"
"2016-12-31";"4";"CIMIA";"3.09"
"2017-01-31";"4";"CIMIA";"3.11"
"2017-02-28";"4";"CIMIA";"4.61"
"2017-04-01";"4";"CIMIA";"5.26"
"2017-05-01";"4";"CIMIA";"5.23"
"2017-06-01";"4";"CIMIA";"4.98"
"2017-07-01";"4";"CIMIA";"4.80"
"2017-08-01";"4";"CIMIA";"4.52"
"2017-09-01";"4";"CIMIA";"3.57"
"2017-10-01";"4";"CIMIA";"2.81"
"2017-10-31";"4";"CIMIA";"2.82"
"2017-11-30";"4";"CIMIA";"2.31"
"2017-12-31";"4";"CIMIA";"3.25"
"2018-01-31";"4";"CIMIA";"3.91"
"2018-02-28";"4";"CIMIA";"4.74"
"2018-04-01";"4";"CIMIA";"5.89"
"2018-05-01";"4";"CIMIA";"6.00"
"2018-06-01";"4";"CIMIA";"6.19"
"2018-07-01";"4";"CIMIA";"6.00"
"2018-08-01";"4";"CIMIA";"6.92"
"2018-09-01";"4";"CIMIA";"5.76"
"2018-10-01";"4";"CIMIA";"3.50"
"2018-10-31";"4";"CIMIA";"4.97"
"2018-11-30";"4";"CIMIA";"5.80"
"2018-12-31";"4";"CIMIA";"6.55"
"2019-01-31";"4";"CIMIA";"6.71"
"2019-02-28";"4";"CIMIA";"6.50"
"2019-04-01";"4";"CIMIA";"6.21"
"2019-05-01";"4";"CIMIA";"6.13"
"2019-06-01";"4";"CIMIA";"6.15"
"2019-07-01";"4";"CIMIA";"5.89"
"2019-08-01";"4";"CIMIA";"5.17"
"2019-09-01";"4";"CIMIA";"3.76"
"2019-10-01";"4";"CIMIA";"2.82"
"2019-10-31";"4";"CIMIA";"2.01"
"2019-11-30";"4";"CIMIA";"3.35"
"2019-12-31";"4";"CIMIA";"4.10"
"2020-01-31";"4";"CIMIA";"4.06"
"2020-02-29";"4";"CIMIA";"3.70"
"2020-04-01";"4";"CIMIA";"4.06"
"2020-05-01";"4";"CIMIA";"4.37"
"2020-06-01";"4";"CIMIA";"4.56"
"2020-07-01";"4";"CIMIA";"4.42"
"2020-08-01";"4";"CIMIA";"3.99"
"2020-09-01";"4";"CIMIA";"2.95"
"2020-10-01";"4";"CIMIA";"2.10"
"2020-10-31";"4";"CIMIA";"1.31"
"2020-11-30";"4";"CIMIA";"1.33"
"2020-12-31";"4";"CIMIA";"2.28"
"2021-01-31";"4";"CIMIA";"2.96"
"2021-02-28";"4";"CIMIA";"5.19"
"2021-04-01";"4";"CIMIA";"4.92"
"2021-05-01";"4";"CIMIA";"4.72"
"2006-12-31";"5";"COMUNELLI";"0.30"
"2007-01-31";"5";"COMUNELLI";"0.50"
"2007-02-28";"5";"COMUNELLI";"0.35"
"2007-04-01";"5";"COMUNELLI";"0.78"
"2007-05-01";"5";"COMUNELLI";"1.00"
"2007-06-01";"5";"COMUNELLI";"0.80"
"2007-07-01";"5";"COMUNELLI";"0.40"
"2007-08-01";"5";"COMUNELLI";"0.05"
"2007-09-01";"5";"COMUNELLI";"0.00"
"2007-10-01";"5";"COMUNELLI";"0.00"
"2007-10-31";"5";"COMUNELLI";"0.20"
"2007-11-30";"5";"COMUNELLI";"0.23"
"2007-12-31";"5";"COMUNELLI";"0.30"
"2008-01-31";"5";"COMUNELLI";"0.40"
"2008-02-29";"5";"COMUNELLI";"0.45"
"2008-04-01";"5";"COMUNELLI";"0.48"
"2008-05-01";"5";"COMUNELLI";"0.42"
"2008-06-01";"5";"COMUNELLI";"0.25"
"2008-07-01";"5";"COMUNELLI";"0.00"
"2008-08-01";"5";"COMUNELLI";"0.00"
"2008-09-01";"5";"COMUNELLI";"0.00"
"2008-10-01";"5";"COMUNELLI";"0.00"
"2008-10-31";"5";"COMUNELLI";"0.00"
"2008-11-30";"5";"COMUNELLI";"0.50"
"2008-12-31";"5";"COMUNELLI";"2.00"
"2009-01-31";"5";"COMUNELLI";"2.12"
"2009-02-28";"5";"COMUNELLI";"1.50"
"2009-04-01";"5";"COMUNELLI";"2.40"
"2009-05-01";"5";"COMUNELLI";"2.30"
"2009-06-01";"5";"COMUNELLI";"2.30"
"2009-07-01";"5";"COMUNELLI";"2.25"
"2009-08-01";"5";"COMUNELLI";"1.75"
"2009-09-01";"5";"COMUNELLI";"0.30"
"2009-10-01";"5";"COMUNELLI";"0.43"
"2009-10-31";"5";"COMUNELLI";"0.46"
"2009-11-30";"5";"COMUNELLI";"0.00"
"2009-12-31";"5";"COMUNELLI";"0.00"
"2010-01-31";"5";"COMUNELLI";"1.25"
"2010-02-28";"5";"COMUNELLI";"1.35"
"2010-04-01";"5";"COMUNELLI";"5.87"
"2010-05-01";"5";"COMUNELLI";"5.94"
"2010-06-01";"5";"COMUNELLI";"5.93"
"2010-07-01";"5";"COMUNELLI";"5.71"
"2010-08-01";"5";"COMUNELLI";"5.36"
"2010-09-01";"5";"COMUNELLI";"4.74"
"2010-10-01";"5";"COMUNELLI";"5.20"
"2010-10-31";"5";"COMUNELLI";"5.42"
"2010-11-30";"5";"COMUNELLI";"5.49"
"2010-12-31";"5";"COMUNELLI";"5.20"
"2011-01-31";"5";"COMUNELLI";"5.43"
"2011-02-28";"5";"COMUNELLI";"6.11"
"2011-04-01";"5";"COMUNELLI";"6.17"
"2011-05-01";"5";"COMUNELLI";"6.20"
"2011-06-01";"5";"COMUNELLI";"6.19"
"2011-07-01";"5";"COMUNELLI";"5.93"
"2011-08-01";"5";"COMUNELLI";"5.53"
"2011-09-01";"5";"COMUNELLI";"5.14"
"2011-10-01";"5";"COMUNELLI";"5.13"
"2011-10-31";"5";"COMUNELLI";"5.35"
"2011-11-30";"5";"COMUNELLI";"5.48"
"2011-12-31";"5";"COMUNELLI";"5.47"
"2012-01-31";"5";"COMUNELLI";"5.67"
"2012-02-29";"5";"COMUNELLI";"6.64"
"2012-04-01";"5";"COMUNELLI";"6.76"
"2012-05-01";"5";"COMUNELLI";"6.70"
"2012-06-01";"5";"COMUNELLI";"6.50"
"2012-07-01";"5";"COMUNELLI";"6.21"
"2012-08-01";"5";"COMUNELLI";"5.78"
"2012-09-01";"5";"COMUNELLI";"5.18"
"2012-10-01";"5";"COMUNELLI";"5.19"
"2012-10-31";"5";"COMUNELLI";"5.29"
"2012-11-30";"5";"COMUNELLI";"5.40"
"2012-12-31";"5";"COMUNELLI";"5.37"
"2013-01-31";"5";"COMUNELLI";"5.48"
"2013-02-28";"5";"COMUNELLI";"5.70"
"2013-04-01";"5";"COMUNELLI";"6.48"
"2013-05-01";"5";"COMUNELLI";"6.55"
"2013-06-01";"5";"COMUNELLI";"6.38"
"2013-07-01";"5";"COMUNELLI";"6.04"
"2013-08-01";"5";"COMUNELLI";"5.57"
"2013-09-01";"5";"COMUNELLI";"5.16"
"2013-10-01";"5";"COMUNELLI";"5.04"
"2013-10-31";"5";"COMUNELLI";"5.04"
"2013-11-30";"5";"COMUNELLI";"5.13"
"2013-12-31";"5";"COMUNELLI";"5.37"
"2014-01-31";"5";"COMUNELLI";"5.87"
"2014-02-28";"5";"COMUNELLI";"6.26"
"2014-04-01";"5";"COMUNELLI";"6.50"
"2014-05-01";"5";"COMUNELLI";"6.44"
"2014-06-01";"5";"COMUNELLI";"6.24"
"2014-07-01";"5";"COMUNELLI";"5.95"
"2014-08-01";"5";"COMUNELLI";"5.58"
"2014-09-01";"5";"COMUNELLI";"4.81"
"2014-10-01";"5";"COMUNELLI";"4.81"
"2014-10-31";"5";"COMUNELLI";"4.82"
"2014-11-30";"5";"COMUNELLI";"5.01"
"2014-12-31";"5";"COMUNELLI";"5.62"
"2015-01-31";"5";"COMUNELLI";"5.82"
"2015-02-28";"5";"COMUNELLI";"6.62"
"2015-04-01";"5";"COMUNELLI";"6.92"
"2015-05-01";"5";"COMUNELLI";"6.99"
"2015-06-01";"5";"COMUNELLI";"6.90"
"2015-07-01";"5";"COMUNELLI";"6.62"
"2015-08-01";"5";"COMUNELLI";"6.12"
"2015-09-01";"5";"COMUNELLI";"5.53"
"2015-10-01";"5";"COMUNELLI";"5.59"
"2015-10-31";"5";"COMUNELLI";"5.53"
"2015-11-30";"5";"COMUNELLI";"5.62"
"2015-12-31";"5";"COMUNELLI";"5.42"
"2016-01-31";"5";"COMUNELLI";"5.28"
"2016-02-29";"5";"COMUNELLI";"5.21"
"2016-04-01";"5";"COMUNELLI";"5.37"
"2016-05-01";"5";"COMUNELLI";"0.19"
"2016-06-01";"5";"COMUNELLI";"0.17"
"2016-07-01";"5";"COMUNELLI";"0.13"
"2016-08-01";"5";"COMUNELLI";"0.06"
"2016-09-01";"5";"COMUNELLI";"0.06"
"2016-10-01";"5";"COMUNELLI";"0.06"
"2016-10-31";"5";"COMUNELLI";"0.09"
"2016-11-30";"5";"COMUNELLI";"0.21"
"2016-12-31";"5";"COMUNELLI";"0.28"
"2017-01-31";"5";"COMUNELLI";"0.67"
"2017-02-28";"5";"COMUNELLI";"1.06"
"2017-04-01";"5";"COMUNELLI";"0.90"
"2017-05-01";"5";"COMUNELLI";"0.85"
"2017-06-01";"5";"COMUNELLI";"0.65"
"2017-07-01";"5";"COMUNELLI";"0.36"
"2017-08-01";"5";"COMUNELLI";"0.27"
"2017-09-01";"5";"COMUNELLI";"0.18"
"2017-10-01";"5";"COMUNELLI";"0.14"
"2017-10-31";"5";"COMUNELLI";"0.17"
"2017-11-30";"5";"COMUNELLI";"0.64"
"2017-12-31";"5";"COMUNELLI";"0.49"
"2018-01-31";"5";"COMUNELLI";"0.35"
"2018-02-28";"5";"COMUNELLI";"0.40"
"2018-04-01";"5";"COMUNELLI";"0.35"
"2018-05-01";"5";"COMUNELLI";"0.32"
"2018-06-01";"5";"COMUNELLI";"0.29"
"2018-07-01";"5";"COMUNELLI";"0.67"
"2018-08-01";"5";"COMUNELLI";"0.39"
"2018-09-01";"5";"COMUNELLI";"0.21"
"2018-10-01";"5";"COMUNELLI";"0.27"
"2018-10-31";"5";"COMUNELLI";"0.43"
"2018-11-30";"5";"COMUNELLI";"0.33"
"2018-12-31";"5";"COMUNELLI";"0.43"
"2019-01-31";"5";"COMUNELLI";"0.27"
"2019-02-28";"5";"COMUNELLI";"0.39"
"2019-04-01";"5";"COMUNELLI";"0.32"
"2019-05-01";"5";"COMUNELLI";"0.27"
"2019-06-01";"5";"COMUNELLI";"0.33"
"2019-07-01";"5";"COMUNELLI";"0.24"
"2019-08-01";"5";"COMUNELLI";"0.00"
"2019-09-01";"5";"COMUNELLI";"0.00"
"2019-10-01";"5";"COMUNELLI";"0.00"
"2019-10-31";"5";"COMUNELLI";"0.26"
"2019-11-30";"5";"COMUNELLI";"0.25"
"2019-12-31";"5";"COMUNELLI";"0.37"
"2020-01-31";"5";"COMUNELLI";"0.43"
"2020-02-29";"5";"COMUNELLI";"0.53"
"2020-04-01";"5";"COMUNELLI";"0.35"
"2020-05-01";"5";"COMUNELLI";"0.48"
"2020-06-01";"5";"COMUNELLI";"0.46"
"2020-07-01";"5";"COMUNELLI";"0.41"
"2020-08-01";"5";"COMUNELLI";"0.55"
"2020-09-01";"5";"COMUNELLI";"0.39"
"2020-10-01";"5";"COMUNELLI";"0.30"
"2020-10-31";"5";"COMUNELLI";"0.40"
"2020-11-30";"5";"COMUNELLI";"0.54"
"2020-12-31";"5";"COMUNELLI";"0.42"
"2021-01-31";"5";"COMUNELLI";"0.43"
"2021-02-28";"5";"COMUNELLI";"0.39"
"2021-04-01";"5";"COMUNELLI";"0.27"
"2021-05-01";"5";"COMUNELLI";"0.35"
"2006-12-31";"6";"DISUERI";"3.80"
"2007-01-31";"6";"DISUERI";"3.80"
"2007-02-28";"6";"DISUERI";"3.80"
"2007-04-01";"6";"DISUERI";"3.80"
"2007-05-01";"6";"DISUERI";"3.00"
"2007-06-01";"6";"DISUERI";"3.00"
"2007-07-01";"6";"DISUERI";"2.50"
"2007-08-01";"6";"DISUERI";"1.00"
"2007-09-01";"6";"DISUERI";"0.40"
"2007-10-01";"6";"DISUERI";"0.40"
"2007-10-31";"6";"DISUERI";"0.40"
"2007-11-30";"6";"DISUERI";"0.40"
"2007-12-31";"6";"DISUERI";"1.30"
"2008-01-31";"6";"DISUERI";"1.80"
"2008-02-29";"6";"DISUERI";"1.80"
"2008-04-01";"6";"DISUERI";"2.30"
"2008-05-01";"6";"DISUERI";"2.30"
"2008-06-01";"6";"DISUERI";"3.00"
"2008-07-01";"6";"DISUERI";"2.80"
"2008-08-01";"6";"DISUERI";"2.30"
"2008-09-01";"6";"DISUERI";"1.10"
"2008-10-01";"6";"DISUERI";"0.60"
"2008-10-31";"6";"DISUERI";"0.63"
"2008-11-30";"6";"DISUERI";"2.00"
"2008-12-31";"6";"DISUERI";"2.20"
"2009-01-31";"6";"DISUERI";"10.00"
"2009-02-28";"6";"DISUERI";"5.10"
"2009-04-01";"6";"DISUERI";"6.40"
"2009-05-01";"6";"DISUERI";"5.10"
"2009-06-01";"6";"DISUERI";"5.40"
"2009-07-01";"6";"DISUERI";"5.10"
"2009-08-01";"6";"DISUERI";"4.10"
"2009-09-01";"6";"DISUERI";"2.88"
"2009-10-01";"6";"DISUERI";"4.60"
"2009-10-31";"6";"DISUERI";"4.50"
"2009-11-30";"6";"DISUERI";"3.80"
"2009-12-31";"6";"DISUERI";"4.40"
"2010-01-31";"6";"DISUERI";"4.64"
"2010-02-28";"6";"DISUERI";"3.28"
"2010-04-01";"6";"DISUERI";"8.38"
"2010-05-01";"6";"DISUERI";"8.85"
"2010-06-01";"6";"DISUERI";"8.59"
"2010-07-01";"6";"DISUERI";"8.39"
"2010-08-01";"6";"DISUERI";"7.07"
"2010-09-01";"6";"DISUERI";"0.00"
"2010-10-01";"6";"DISUERI";"0.83"
"2010-10-31";"6";"DISUERI";"1.97"
"2010-11-30";"6";"DISUERI";"2.35"
"2010-12-31";"6";"DISUERI";"1.25"
"2011-01-31";"6";"DISUERI";"1.31"
"2011-02-28";"6";"DISUERI";"3.03"
"2011-04-01";"6";"DISUERI";"3.65"
"2011-05-01";"6";"DISUERI";"2.84"
"2011-06-01";"6";"DISUERI";"3.04"
"2011-07-01";"6";"DISUERI";"3.07"
"2011-08-01";"6";"DISUERI";"2.16"
"2011-09-01";"6";"DISUERI";"1.19"
"2011-10-01";"6";"DISUERI";"1.16"
"2011-10-31";"6";"DISUERI";"2.06"
"2011-11-30";"6";"DISUERI";"2.75"
"2011-12-31";"6";"DISUERI";"3.12"
"2012-01-31";"6";"DISUERI";"4.06"
"2012-02-29";"6";"DISUERI";"6.95"
"2012-04-01";"6";"DISUERI";"6.82"
"2012-05-01";"6";"DISUERI";"5.92"
"2012-06-01";"6";"DISUERI";"4.42"
"2012-07-01";"6";"DISUERI";"3.96"
"2012-08-01";"6";"DISUERI";"2.88"
"2012-09-01";"6";"DISUERI";"1.80"
"2012-10-01";"6";"DISUERI";"1.67"
"2012-10-31";"6";"DISUERI";"1.96"
"2012-11-30";"6";"DISUERI";"3.86"
"2012-12-31";"6";"DISUERI";"3.75"
"2013-01-31";"6";"DISUERI";"3.75"
"2013-02-28";"6";"DISUERI";"3.21"
"2013-04-01";"6";"DISUERI";"6.55"
"2013-05-01";"6";"DISUERI";"5.81"
"2013-06-01";"6";"DISUERI";"4.21"
"2013-07-01";"6";"DISUERI";"3.13"
"2013-08-01";"6";"DISUERI";"2.51"
"2013-09-01";"6";"DISUERI";"0.85"
"2013-10-01";"6";"DISUERI";"1.37"
"2013-10-31";"6";"DISUERI";"1.13"
"2013-11-30";"6";"DISUERI";"1.83"
"2013-12-31";"6";"DISUERI";"3.04"
"2014-01-31";"6";"DISUERI";"5.68"
"2014-02-28";"6";"DISUERI";"6.67"
"2014-04-01";"6";"DISUERI";"8.06"
"2014-05-01";"6";"DISUERI";"8.29"
"2014-06-01";"6";"DISUERI";"7.46"
"2014-07-01";"6";"DISUERI";"5.68"
"2014-08-01";"6";"DISUERI";"3.08"
"2014-09-01";"6";"DISUERI";"0.32"
"2014-10-01";"6";"DISUERI";"0.00"
"2014-10-31";"6";"DISUERI";"0.56"
"2014-11-30";"6";"DISUERI";"1.26"
"2014-12-31";"6";"DISUERI";"1.36"
"2015-01-31";"6";"DISUERI";"2.01"
"2015-02-28";"6";"DISUERI";"2.06"
"2015-04-01";"6";"DISUERI";"2.06"
"2015-05-01";"6";"DISUERI";"2.11"
"2015-06-01";"6";"DISUERI";"2.42"
"2015-07-01";"6";"DISUERI";"1.61"
"2015-08-01";"6";"DISUERI";"1.24"
"2015-09-01";"6";"DISUERI";"0.91"
"2015-10-01";"6";"DISUERI";"1.12"
"2015-10-31";"6";"DISUERI";"0.69"
"2015-11-30";"6";"DISUERI";"1.02"
"2015-12-31";"6";"DISUERI";"1.07"
"2016-01-31";"6";"DISUERI";"1.47"
"2016-02-29";"6";"DISUERI";"1.75"
"2016-04-01";"6";"DISUERI";"2.24"
"2016-05-01";"6";"DISUERI";"2.06"
"2016-06-01";"6";"DISUERI";"2.01"
"2016-07-01";"6";"DISUERI";"1.74"
"2016-08-01";"6";"DISUERI";"0.72"
"2016-09-01";"6";"DISUERI";"0.92"
"2016-10-01";"6";"DISUERI";"0.57"
"2016-10-31";"6";"DISUERI";"0.56"
"2016-11-30";"6";"DISUERI";"1.14"
"2016-12-31";"6";"DISUERI";"1.38"
"2017-01-31";"6";"DISUERI";"2.20"
"2017-02-28";"6";"DISUERI";"2.07"
"2017-04-01";"6";"DISUERI";"1.34"
"2017-05-01";"6";"DISUERI";"1.66"
"2017-06-01";"6";"DISUERI";"1.50"
"2017-07-01";"6";"DISUERI";"1.19"
"2017-08-01";"6";"DISUERI";"0.46"
"2017-09-01";"6";"DISUERI";"0.29"
"2017-10-01";"6";"DISUERI";"0.75"
"2017-10-31";"6";"DISUERI";"0.50"
"2017-11-30";"6";"DISUERI";"1.43"
"2017-12-31";"6";"DISUERI";"0.64"
"2018-01-31";"6";"DISUERI";"0.67"
"2018-02-28";"6";"DISUERI";"1.23"
"2018-04-01";"6";"DISUERI";"1.08"
"2018-05-01";"6";"DISUERI";"1.18"
"2018-06-01";"6";"DISUERI";"1.21"
"2018-07-01";"6";"DISUERI";"1.28"
"2018-08-01";"6";"DISUERI";"0.73"
"2018-09-01";"6";"DISUERI";"0.85"
"2018-10-01";"6";"DISUERI";"1.12"
"2018-10-31";"6";"DISUERI";"1.28"
"2018-11-30";"6";"DISUERI";"1.20"
"2018-12-31";"6";"DISUERI";"1.16"
"2019-01-31";"6";"DISUERI";"1.05"
"2019-02-28";"6";"DISUERI";"1.13"
"2019-04-01";"6";"DISUERI";"1.64"
"2019-05-01";"6";"DISUERI";"1.42"
"2019-06-01";"6";"DISUERI";"1.40"
"2019-07-01";"6";"DISUERI";"1.17"
"2019-08-01";"6";"DISUERI";"0.97"
"2019-09-01";"6";"DISUERI";"0.80"
"2019-10-01";"6";"DISUERI";"1.18"
"2019-10-31";"6";"DISUERI";"1.18"
"2019-11-30";"6";"DISUERI";"1.07"
"2019-12-31";"6";"DISUERI";"1.04"
"2020-01-31";"6";"DISUERI";"1.23"
"2020-02-29";"6";"DISUERI";"1.35"
"2020-04-01";"6";"DISUERI";"1.31"
"2020-05-01";"6";"DISUERI";"1.20"
"2020-06-01";"6";"DISUERI";"1.23"
"2020-07-01";"6";"DISUERI";"1.09"
"2020-08-01";"6";"DISUERI";"1.48"
"2020-09-01";"6";"DISUERI";"1.13"
"2020-10-01";"6";"DISUERI";"1.18"
"2020-10-31";"6";"DISUERI";"1.18"
"2020-11-30";"6";"DISUERI";"1.37"
"2020-12-31";"6";"DISUERI";"1.22"
"2021-01-31";"6";"DISUERI";"1.18"
"2021-02-28";"6";"DISUERI";"1.30"
"2021-04-01";"6";"DISUERI";"1.25"
"2021-05-01";"6";"DISUERI";"1.17"
"2006-12-31";"7";"DON STURZO (OGLIASTRO)";"80.10"
"2007-01-31";"7";"DON STURZO (OGLIASTRO)";"80.59"
"2007-02-28";"7";"DON STURZO (OGLIASTRO)";"81.03"
"2007-04-01";"7";"DON STURZO (OGLIASTRO)";"92.70"
"2007-05-01";"7";"DON STURZO (OGLIASTRO)";"97.81"
"2007-06-01";"7";"DON STURZO (OGLIASTRO)";"97.81"
"2007-07-01";"7";"DON STURZO (OGLIASTRO)";"97.27"
"2007-08-01";"7";"DON STURZO (OGLIASTRO)";"85.53"
"2007-09-01";"7";"DON STURZO (OGLIASTRO)";"75.92"
"2007-10-01";"7";"DON STURZO (OGLIASTRO)";"68.25"
"2007-10-31";"7";"DON STURZO (OGLIASTRO)";"63.33"
"2007-11-30";"7";"DON STURZO (OGLIASTRO)";"65.89"
"2007-12-31";"7";"DON STURZO (OGLIASTRO)";"73.57"
"2008-01-31";"7";"DON STURZO (OGLIASTRO)";"80.81"
"2008-02-29";"7";"DON STURZO (OGLIASTRO)";"83.53"
"2008-04-01";"7";"DON STURZO (OGLIASTRO)";"85.75"
"2008-05-01";"7";"DON STURZO (OGLIASTRO)";"87.41"
"2008-06-01";"7";"DON STURZO (OGLIASTRO)";"87.00"
"2008-07-01";"7";"DON STURZO (OGLIASTRO)";"83.81"
"2008-08-01";"7";"DON STURZO (OGLIASTRO)";"73.36"
"2008-09-01";"7";"DON STURZO (OGLIASTRO)";"62.78"
"2008-10-01";"7";"DON STURZO (OGLIASTRO)";"54.87"
"2008-10-31";"7";"DON STURZO (OGLIASTRO)";"51.15"
"2008-11-30";"7";"DON STURZO (OGLIASTRO)";"53.39"
"2008-12-31";"7";"DON STURZO (OGLIASTRO)";"63.86"
"2009-01-31";"7";"DON STURZO (OGLIASTRO)";"102.90"
"2009-02-28";"7";"DON STURZO (OGLIASTRO)";"104.22"
"2009-04-01";"7";"DON STURZO (OGLIASTRO)";"105.00"
"2009-05-01";"7";"DON STURZO (OGLIASTRO)";"104.61"
"2009-06-01";"7";"DON STURZO (OGLIASTRO)";"103.62"
"2009-07-01";"7";"DON STURZO (OGLIASTRO)";"99.02"
"2009-08-01";"7";"DON STURZO (OGLIASTRO)";"91.80"
"2009-09-01";"7";"DON STURZO (OGLIASTRO)";"82.03"
"2009-10-01";"7";"DON STURZO (OGLIASTRO)";"80.09"
"2009-10-31";"7";"DON STURZO (OGLIASTRO)";"81.87"
"2009-11-30";"7";"DON STURZO (OGLIASTRO)";"80.76"
"2009-12-31";"7";"DON STURZO (OGLIASTRO)";"80.31"
"2010-01-31";"7";"DON STURZO (OGLIASTRO)";"89.82"
"2010-02-28";"7";"DON STURZO (OGLIASTRO)";"101.46"
"2010-04-01";"7";"DON STURZO (OGLIASTRO)";"109.51"
"2010-05-01";"7";"DON STURZO (OGLIASTRO)";"108.47"
"2010-06-01";"7";"DON STURZO (OGLIASTRO)";"107.16"
"2010-07-01";"7";"DON STURZO (OGLIASTRO)";"104.47"
"2010-08-01";"7";"DON STURZO (OGLIASTRO)";"94.57"
"2010-09-01";"7";"DON STURZO (OGLIASTRO)";"83.80"
"2010-10-01";"7";"DON STURZO (OGLIASTRO)";"74.74"
"2010-10-31";"7";"DON STURZO (OGLIASTRO)";"74.08"
"2010-11-30";"7";"DON STURZO (OGLIASTRO)";"73.98"
"2010-12-31";"7";"DON STURZO (OGLIASTRO)";"72.80"
"2011-01-31";"7";"DON STURZO (OGLIASTRO)";"73.06"
"2011-02-28";"7";"DON STURZO (OGLIASTRO)";"80.60"
"2011-04-01";"7";"DON STURZO (OGLIASTRO)";"85.47"
"2011-05-01";"7";"DON STURZO (OGLIASTRO)";"87.13"
"2011-06-01";"7";"DON STURZO (OGLIASTRO)";"88.31"
"2011-07-01";"7";"DON STURZO (OGLIASTRO)";"85.19"
"2011-08-01";"7";"DON STURZO (OGLIASTRO)";"75.15"
"2011-09-01";"7";"DON STURZO (OGLIASTRO)";"64.68"
"2011-10-01";"7";"DON STURZO (OGLIASTRO)";"55.00"
"2011-10-31";"7";"DON STURZO (OGLIASTRO)";"51.23"
"2011-11-30";"7";"DON STURZO (OGLIASTRO)";"50.89"
