cod,diga,data,volume
dig-19,Pozzillo,2016-09-01,30.52
dig-20,Prizzi,2016-09-01,2.64
dig-22,Rosamarina,2016-09-01,46.57
dig-23,Rubino,2016-09-01,7.42
dig-24,San Giovanni,2016-09-01,12.65
dig-25,Santa Rosalia,2016-09-01,17.94
dig-26,Scanzano,2016-09-01,3.99
dig-28,Trinità,2016-09-01,6.84
dig-01,Àncipa,2016-08-01,11.23
dig-02,Arancio,2016-08-01,24.85
dig-03,Castello,2016-08-01,12.59
dig-04,Cimia,2016-08-01,6.02
dig-05,Comunelli,2016-08-01,0.06
dig-06,Disueri,2016-08-01,0.72
dig-07,Fanaco,2016-08-01,10.78
dig-09,Garcia (M. Francese),2016-08-01,51.66
dig-10,Gorgo Lago,2016-08-01,0.76
dig-12,Leone,2016-08-01,2.51
dig-13,Nicoletti,2016-08-01,15.56
dig-14,Ogliastro (Don Sturzo),2016-08-01,41.99
dig-15,Olivo,2016-08-01,3.90
dig-17,Piana Degli Albanesi,2016-08-01,14.56
dig-18,Poma,2016-08-01,46.84
dig-19,Pozzillo,2016-08-01,55.88
dig-20,Prizzi,2016-08-01,4.16
dig-22,Rosamarina,2016-08-01,53.78
dig-23,Rubino,2016-08-01,5.91
dig-24,San Giovanni,2016-08-01,9.22
dig-25,Santa Rosalia,2016-08-01,11.63
dig-26,Scanzano,2016-08-01,7.51
dig-28,Trinità,2016-08-01,7.00
dig-01,Àncipa,2016-07-01,19.40
dig-02,Arancio,2016-07-01,26.57
dig-03,Castello,2016-07-01,15.88
dig-04,Cimia,2016-07-01,6.30
dig-05,Comunelli,2016-07-01,0.13
dig-06,Disueri,2016-07-01,1.74
dig-07,Fanaco,2016-07-01,12.59
dig-09,Garcia (M. Francese),2016-07-01,58.72
dig-10,Gorgo Lago,2016-07-01,1.02
dig-12,Leone,2016-07-01,2.87
dig-13,Nicoletti,2016-07-01,16.22
dig-14,Ogliastro (Don Sturzo),2016-07-01,50.85
dig-15,Olivo,2016-07-01,3.72
dig-17,Piana Degli Albanesi,2016-07-01,16.19
dig-18,Poma,2016-07-01,52.81
dig-19,Pozzillo,2016-07-01,73.87
dig-20,Prizzi,2016-07-01,5.72
dig-22,Rosamarina,2016-07-01,64.84
dig-23,Rubino,2016-07-01,7.42
dig-24,San Giovanni,2016-07-01,10.96
dig-25,Santa Rosalia,2016-07-01,12.67
dig-26,Scanzano,2016-07-01,8.36
dig-28,Trinità,2016-07-01,10.32
dig-01,Àncipa,2016-06-01,25.36
dig-02,Arancio,2016-06-01,27.43
dig-03,Castello,2016-06-01,19.47
dig-04,Cimia,2016-06-01,6.11
dig-05,Comunelli,2016-06-01,0.17
dig-06,Disueri,2016-06-01,2.01
dig-07,Fanaco,2016-06-01,14.25
dig-09,Garcia (M. Francese),2016-06-01,61.18
dig-10,Gorgo Lago,2016-06-01,1.20
dig-12,Leone,2016-06-01,3.15
dig-13,Nicoletti,2016-06-01,16.60
dig-14,Ogliastro (Don Sturzo),2016-06-01,54.33
dig-15,Olivo,2016-06-01,4.16
dig-17,Piana Degli Albanesi,2016-06-01,17.99
dig-18,Poma,2016-06-01,57.20
dig-19,Pozzillo,2016-06-01,76.30
dig-20,Prizzi,2016-06-01,6.47
dig-22,Rosamarina,2016-06-01,73.08
dig-23,Rubino,2016-06-01,7.71
dig-24,San Giovanni,2016-06-01,12.08
dig-25,Santa Rosalia,2016-06-01,13.51
dig-26,Scanzano,2016-06-01,8.98
dig-28,Trinità,2016-06-01,10.33
dig-01,Àncipa,2016-05-01,25.60
dig-02,Arancio,2016-05-01,28.06
dig-03,Castello,2016-05-01,19.25
dig-04,Cimia,2016-05-01,6.51
dig-05,Comunelli,2016-05-01,0.19
dig-06,Disueri,2016-05-01,2.06
dig-07,Fanaco,2016-05-01,15.51
dig-09,Garcia (M. Francese),2016-05-01,61.51
dig-10,Gorgo Lago,2016-05-01,1.05
dig-12,Leone,2016-05-01,3.35
dig-13,Nicoletti,2016-05-01,16.90
dig-14,Ogliastro (Don Sturzo),2016-05-01,54.57
dig-15,Olivo,2016-05-01,4.46
dig-17,Piana Degli Albanesi,2016-05-01,19.64
dig-18,Poma,2016-05-01,60.32
dig-19,Pozzillo,2016-05-01,75.80
dig-20,Prizzi,2016-05-01,6.71
dig-22,Rosamarina,2016-05-01,81.31
dig-23,Rubino,2016-05-01,7.89
dig-24,San Giovanni,2016-05-01,13.31
dig-25,Santa Rosalia,2016-05-01,14.05
dig-26,Scanzano,2016-05-01,9.48
dig-28,Trinità,2016-05-01,9.82
dig-01,Àncipa,2016-04-01,25.49
dig-02,Arancio,2016-04-01,28.52
dig-03,Castello,2016-04-01,18.76
dig-04,Cimia,2016-04-01,6.72
dig-05,Comunelli,2016-04-01,5.37
dig-06,Disueri,2016-04-01,2.24
dig-07,Fanaco,2016-04-01,15.77
dig-09,Garcia (M. Francese),2016-04-01,59.88
dig-10,Gorgo Lago,2016-04-01,0.72
dig-12,Leone,2016-04-01,3.77
dig-13,Nicoletti,2016-04-01,17.08
dig-14,Ogliastro (Don Sturzo),2016-04-01,54.37
dig-15,Olivo,2016-04-01,4.59
dig-17,Piana Degli Albanesi,2016-04-01,20.60
dig-18,Poma,2016-04-01,61.92
dig-19,Pozzillo,2016-04-01,74.18
dig-20,Prizzi,2016-04-01,6.44
dig-22,Rosamarina,2016-04-01,86.67
dig-23,Rubino,2016-04-01,8.13
dig-24,San Giovanni,2016-04-01,14.19
dig-25,Santa Rosalia,2016-04-01,14.55
dig-26,Scanzano,2016-04-01,9.76
dig-28,Trinità,2016-04-01,9.15
dig-01,Àncipa,2016-03-01,16.93
dig-02,Arancio,2016-03-01,27.22
dig-03,Castello,2016-03-01,15.91
dig-04,Cimia,2016-03-01,6.67
dig-05,Comunelli,2016-03-01,5.21
dig-06,Disueri,2016-03-01,1.75
dig-07,Fanaco,2016-03-01,13.59
dig-09,Garcia (M. Francese),2016-03-01,61.05
dig-10,Gorgo Lago,2016-03-01,0.54
dig-12,Leone,2016-03-01,3.67
dig-13,Nicoletti,2016-03-01,17.00
dig-14,Ogliastro (Don Sturzo),2016-03-01,52.04
dig-15,Olivo,2016-03-01,4.43
dig-17,Piana Degli Albanesi,2016-03-01,17.72
dig-18,Poma,2016-03-01,49.50
dig-19,Pozzillo,2016-03-01,60.41
dig-20,Prizzi,2016-03-01,4.27
dig-22,Rosamarina,2016-03-01,93.76
dig-23,Rubino,2016-03-01,7.52
dig-24,San Giovanni,2016-03-01,13.50
dig-25,Santa Rosalia,2016-03-01,14.80
dig-26,Scanzano,2016-03-01,7.14
dig-28,Trinità,2016-03-01,5.51
dig-01,Àncipa,2016-02-01,17.38
dig-02,Arancio,2016-02-01,26.80
dig-03,Castello,2016-02-01,13.72
dig-04,Cimia,2016-02-01,6.89
dig-05,Comunelli,2016-02-01,5.28
dig-06,Disueri,2016-02-01,1.47
dig-07,Fanaco,2016-02-01,12.60
dig-09,Garcia (M. Francese),2016-02-01,56.54
dig-10,Gorgo Lago,2016-02-01,0.52
dig-12,Leone,2016-02-01,3.59
dig-13,Nicoletti,2016-02-01,17.17
dig-14,Ogliastro (Don Sturzo),2016-02-01,50.77
dig-15,Olivo,2016-02-01,5.18
dig-17,Piana Degli Albanesi,2016-02-01,18.03
dig-18,Poma,2016-02-01,48.55
dig-19,Pozzillo,2016-02-01,54.43
dig-20,Prizzi,2016-02-01,3.28
dig-22,Rosamarina,2016-02-01,85.15
dig-23,Rubino,2016-02-01,7.46
dig-24,San Giovanni,2016-02-01,13.08
dig-25,Santa Rosalia,2016-02-01,15.07
dig-26,Scanzano,2016-02-01,6.59
dig-28,Trinità,2016-02-01,5.14
dig-01,Àncipa,2016-01-01,13.99
dig-02,Arancio,2016-01-01,26.16
dig-03,Castello,2016-01-01,13.02
dig-04,Cimia,2016-01-01,7.12
dig-05,Comunelli,2016-01-01,5.42
dig-06,Disueri,2016-01-01,1.07
dig-07,Fanaco,2016-01-01,13.17
dig-09,Garcia (M. Francese),2016-01-01,61.05
dig-10,Gorgo Lago,2016-01-01,0.51
dig-12,Leone,2016-01-01,3.46
dig-13,Nicoletti,2016-01-01,17.25
dig-14,Ogliastro (Don Sturzo),2016-01-01,48.65
dig-15,Olivo,2016-01-01,5.01
dig-17,Piana Degli Albanesi,2016-01-01,16.37
dig-18,Poma,2016-01-01,45.98
dig-19,Pozzillo,2016-01-01,42.06
dig-20,Prizzi,2016-01-01,2.45
dig-22,Rosamarina,2016-01-01,84.39
dig-23,Rubino,2016-01-01,7.53
dig-24,San Giovanni,2016-01-01,12.66
dig-25,Santa Rosalia,2016-01-01,15.30
dig-26,Scanzano,2016-01-01,5.57
dig-28,Trinità,2016-01-01,4.48
dig-01,Àncipa,2015-12-01,12.48
dig-02,Arancio,2015-12-01,25.88
dig-03,Castello,2015-12-01,12.67
dig-04,Cimia,2015-12-01,7.66
dig-05,Comunelli,2015-12-01,5.62
dig-06,Disueri,2015-12-01,1.02
dig-07,Fanaco,2015-12-01,13.77
dig-09,Garcia (M. Francese),2015-12-01,60.14
dig-10,Gorgo Lago,2015-12-01,0.53
dig-12,Leone,2015-12-01,3.82
dig-13,Nicoletti,2015-12-01,17.43
dig-14,Ogliastro (Don Sturzo),2015-12-01,47.66
dig-15,Olivo,2015-12-01,4.90
dig-17,Piana Degli Albanesi,2015-12-01,17.99
dig-18,Poma,2015-12-01,43.74
dig-19,Pozzillo,2015-12-01,38.67
dig-20,Prizzi,2015-12-01,4.83
dig-22,Rosamarina,2015-12-01,90.41
dig-23,Rubino,2015-12-01,7.58
dig-24,San Giovanni,2015-12-01,12.52
dig-25,Santa Rosalia,2015-12-01,15.53
dig-26,Scanzano,2015-12-01,6.28
dig-28,Trinità,2015-12-01,5.11
dig-01,Àncipa,2015-11-01,7.74
dig-02,Arancio,2015-11-01,25.13
dig-03,Castello,2015-11-01,12.10
dig-04,Cimia,2015-11-01,8.11
dig-05,Comunelli,2015-11-01,5.53
dig-06,Disueri,2015-11-01,0.69
dig-07,Fanaco,2015-11-01,14.24
dig-09,Garcia (M. Francese),2015-11-01,50.72
dig-10,Gorgo Lago,2015-11-01,0.54
dig-12,Leone,2015-11-01,3.72
dig-13,Nicoletti,2015-11-01,15.86
dig-14,Ogliastro (Don Sturzo),2015-11-01,45.44
dig-15,Olivo,2015-11-01,4.61
dig-17,Piana Degli Albanesi,2015-11-01,14.27
dig-18,Poma,2015-11-01,42.34
dig-19,Pozzillo,2015-11-01,20.19
dig-20,Prizzi,2015-11-01,5.72
dig-22,Rosamarina,2015-11-01,78.78
dig-23,Rubino,2015-11-01,7.26
dig-24,San Giovanni,2015-11-01,12.34
dig-25,Santa Rosalia,2015-11-01,15.60
dig-26,Scanzano,2015-11-01,3.78
dig-28,Trinità,2015-11-01,4.66
dig-01,Àncipa,2015-10-01,7.41
dig-02,Arancio,2015-10-01,23.96
dig-03,Castello,2015-10-01,10.56
dig-04,Cimia,2015-10-01,7.70
dig-05,Comunelli,2015-10-01,5.59
dig-06,Disueri,2015-10-01,1.12
dig-07,Fanaco,2015-10-01,13.62
dig-09,Garcia (M. Francese),2015-10-01,42.50
dig-10,Gorgo Lago,2015-10-01,0.57
dig-12,Leone,2015-10-01,3.92
dig-13,Nicoletti,2015-10-01,15.31
dig-14,Ogliastro (Don Sturzo),2015-10-01,41.49
dig-15,Olivo,2015-10-01,4.37
dig-17,Piana Degli Albanesi,2015-10-01,14.43
dig-18,Poma,2015-10-01,43.96
dig-19,Pozzillo,2015-10-01,29.20
dig-20,Prizzi,2015-10-01,5.10
dig-22,Rosamarina,2015-10-01,70.86
dig-23,Rubino,2015-10-01,7.16
dig-24,San Giovanni,2015-10-01,12.02
dig-25,Santa Rosalia,2015-10-01,16.49
dig-26,Scanzano,2015-10-01,3.20
dig-28,Trinità,2015-10-01,6.98
dig-01,Àncipa,2015-09-01,9.18
dig-02,Arancio,2015-09-01,24.04
dig-03,Castello,2015-09-01,12.24
dig-04,Cimia,2015-09-01,6.53
dig-05,Comunelli,2015-09-01,5.53
dig-06,Disueri,2015-09-01,0.91
dig-07,Fanaco,2015-09-01,15.24
dig-09,Garcia (M. Francese),2015-09-01,45.39
dig-10,Gorgo Lago,2015-09-01,0.45
dig-12,Leone,2015-09-01,3.96
dig-13,Nicoletti,2015-09-01,15.65
dig-14,Ogliastro (Don Sturzo),2015-09-01,45.09
dig-15,Olivo,2015-09-01,4.43
dig-17,Piana Degli Albanesi,2015-09-01,15.56
dig-18,Poma,2015-09-01,48.37
dig-19,Pozzillo,2015-09-01,47.33
dig-20,Prizzi,2015-09-01,6.22
dig-22,Rosamarina,2015-09-01,80.47
dig-23,Rubino,2015-09-01,7.42
dig-24,San Giovanni,2015-09-01,12.64
dig-25,Santa Rosalia,2015-09-01,17.94
dig-26,Scanzano,2015-09-01,3.99
dig-28,Trinità,2015-09-01,6.84
dig-01,Àncipa,2015-08-01,11.43
dig-02,Arancio,2015-08-01,24.96
dig-03,Castello,2015-08-01,15.10
dig-04,Cimia,2015-08-01,7.74
dig-05,Comunelli,2015-08-01,6.12
dig-06,Disueri,2015-08-01,1.24
dig-07,Fanaco,2015-08-01,16.83
dig-09,Garcia (M. Francese),2015-08-01,51.11
dig-10,Gorgo Lago,2015-08-01,0.58
dig-12,Leone,2015-08-01,4.03
dig-13,Nicoletti,2015-08-01,16.24
dig-14,Ogliastro (Don Sturzo),2015-08-01,52.80
dig-15,Olivo,2015-08-01,4.86
dig-17,Piana Degli Albanesi,2015-08-01,18.08
dig-18,Poma,2015-08-01,55.16
dig-19,Pozzillo,2015-08-01,70.97
dig-20,Prizzi,2015-08-01,6.81
dig-22,Rosamarina,2015-08-01,86.80
dig-23,Rubino,2015-08-01,8.01
dig-24,San Giovanni,2015-08-01,13.56
dig-25,Santa Rosalia,2015-08-01,19.19
dig-26,Scanzano,2015-08-01,4.47
dig-28,Trinità,2015-08-01,7.63
dig-01,Àncipa,2015-07-01,13.30
dig-02,Arancio,2015-07-01,27.22
dig-03,Castello,2015-07-01,18.42
dig-04,Cimia,2015-07-01,8.26
dig-05,Comunelli,2015-07-01,6.62
dig-06,Disueri,2015-07-01,1.61
dig-07,Fanaco,2015-07-01,18.12
dig-09,Garcia (M. Francese),2015-07-01,57.90
dig-10,Gorgo Lago,2015-07-01,0.77
dig-12,Leone,2015-07-01,4.10
dig-13,Nicoletti,2015-07-01,16.95
dig-14,Ogliastro (Don Sturzo),2015-07-01,59.80
dig-15,Olivo,2015-07-01,5.51
dig-17,Piana Degli Albanesi,2015-07-01,20.10
dig-18,Poma,2015-07-01,61.96
dig-19,Pozzillo,2015-07-01,91.26
dig-20,Prizzi,2015-07-01,7.45
dig-22,Rosamarina,2015-07-01,94.02
dig-23,Rubino,2015-07-01,9.98
dig-24,San Giovanni,2015-07-01,15.02
dig-25,Santa Rosalia,2015-07-01,19.95
dig-26,Scanzano,2015-07-01,5.09
dig-28,Trinità,2015-07-01,11.27
dig-01,Àncipa,2015-06-01,20.49
dig-02,Arancio,2015-06-01,27.76
dig-03,Castello,2015-06-01,20.63
dig-04,Cimia,2015-06-01,8.40
dig-05,Comunelli,2015-06-01,6.90
dig-06,Disueri,2015-06-01,2.42
dig-07,Fanaco,2015-06-01,18.79
dig-09,Garcia (M. Francese),2015-06-01,60.74
dig-10,Gorgo Lago,2015-06-01,0.81
dig-12,Leone,2015-06-01,4.18
dig-13,Nicoletti,2015-06-01,17.34
dig-14,Ogliastro (Don Sturzo),2015-06-01,61.10
dig-15,Olivo,2015-06-01,5.72
dig-17,Piana Degli Albanesi,2015-06-01,21.91
dig-18,Poma,2015-06-01,66.72
dig-19,Pozzillo,2015-06-01,97.90
dig-20,Prizzi,2015-06-01,7.91
dig-22,Rosamarina,2015-06-01,98.60
dig-23,Rubino,2015-06-01,10.75
dig-24,San Giovanni,2015-06-01,15.68
dig-25,Santa Rosalia,2015-06-01,19.99
dig-26,Scanzano,2015-06-01,6.15
dig-28,Trinità,2015-06-01,11.48
dig-01,Àncipa,2015-05-01,21.00
dig-02,Arancio,2015-05-01,29.29
dig-03,Castello,2015-05-01,20.92
dig-04,Cimia,2015-05-01,8.39
dig-05,Comunelli,2015-05-01,6.99
dig-06,Disueri,2015-05-01,2.11
dig-07,Fanaco,2015-05-01,19.10
dig-09,Garcia (M. Francese),2015-05-01,60.39
dig-10,Gorgo Lago,2015-05-01,0.74
dig-12,Leone,2015-05-01,4.19
dig-13,Nicoletti,2015-05-01,17.66
dig-14,Ogliastro (Don Sturzo),2015-05-01,61.47
dig-15,Olivo,2015-05-01,6.00
dig-17,Piana Degli Albanesi,2015-05-01,22.87
dig-18,Poma,2015-05-01,70.45
dig-19,Pozzillo,2015-05-01,99.05
dig-20,Prizzi,2015-05-01,7.97
dig-22,Rosamarina,2015-05-01,101.02
dig-23,Rubino,2015-05-01,11.10
dig-24,San Giovanni,2015-05-01,15.90
dig-25,Santa Rosalia,2015-05-01,20.06
dig-26,Scanzano,2015-05-01,7.74
dig-28,Trinità,2015-05-01,11.02
dig-01,Àncipa,2015-04-01,26.41
dig-02,Arancio,2015-04-01,29.29
dig-03,Castello,2015-04-01,20.96
dig-04,Cimia,2015-04-01,7.95
dig-05,Comunelli,2015-04-01,6.92
dig-06,Disueri,2015-04-01,2.06
dig-07,Fanaco,2015-04-01,19.26
dig-09,Garcia (M. Francese),2015-04-01,60.26
dig-10,Gorgo Lago,2015-04-01,0.78
dig-12,Leone,2015-04-01,4.19
dig-13,Nicoletti,2015-04-01,17.78
dig-14,Ogliastro (Don Sturzo),2015-04-01,61.38
dig-15,Olivo,2015-04-01,5.94
dig-17,Piana Degli Albanesi,2015-04-01,25.08
dig-18,Poma,2015-04-01,72.64
dig-19,Pozzillo,2015-04-01,109.15
dig-20,Prizzi,2015-04-01,7.97
dig-22,Rosamarina,2015-04-01,100.74
dig-23,Rubino,2015-04-01,11.43
dig-24,San Giovanni,2015-04-01,15.94
dig-25,Santa Rosalia,2015-04-01,20.13
dig-26,Scanzano,2015-04-01,9.38
dig-28,Trinità,2015-04-01,9.68
dig-01,Àncipa,2015-03-01,26.15
dig-02,Arancio,2015-03-01,29.29
dig-03,Castello,2015-03-01,21.00
dig-04,Cimia,2015-03-01,6.46
dig-05,Comunelli,2015-03-01,6.62
dig-06,Disueri,2015-03-01,2.06
dig-07,Fanaco,2015-03-01,19.42
dig-09,Garcia (M. Francese),2015-03-01,70.84
dig-10,Gorgo Lago,2015-03-01,0.77
dig-12,Leone,2015-03-01,4.20
dig-13,Nicoletti,2015-03-01,15.77
dig-14,Ogliastro (Don Sturzo),2015-03-01,49.37
dig-15,Olivo,2015-03-01,5.39
dig-17,Piana Degli Albanesi,2015-03-01,24.29
dig-18,Poma,2015-03-01,67.83
dig-19,Pozzillo,2015-03-01,106.57
dig-20,Prizzi,2015-03-01,7.97
dig-22,Rosamarina,2015-03-01,102.97
dig-23,Rubino,2015-03-01,11.56
dig-24,San Giovanni,2015-03-01,16.00
dig-25,Santa Rosalia,2015-03-01,20.21
dig-26,Scanzano,2015-03-01,11.10
dig-28,Trinità,2015-03-01,9.09
dig-01,Àncipa,2015-02-01,19.11
dig-02,Arancio,2015-02-01,25.41
dig-03,Castello,2015-02-01,10.72
dig-04,Cimia,2015-02-01,3.50
dig-05,Comunelli,2015-02-01,5.82
dig-06,Disueri,2015-02-01,2.01
dig-07,Fanaco,2015-02-01,11.46
dig-09,Garcia (M. Francese),2015-02-01,38.22
dig-10,Gorgo Lago,2015-02-01,0.67
dig-12,Leone,2015-02-01,3.92
dig-13,Nicoletti,2015-02-01,11.52
dig-14,Ogliastro (Don Sturzo),2015-02-01,23.34
dig-15,Olivo,2015-02-01,2.62
dig-17,Piana Degli Albanesi,2015-02-01,16.55
dig-18,Poma,2015-02-01,42.31
dig-19,Pozzillo,2015-02-01,50.51
dig-20,Prizzi,2015-02-01,3.09
dig-22,Rosamarina,2015-02-01,69.06
dig-23,Rubino,2015-02-01,8.36
dig-24,San Giovanni,2015-02-01,12.92
dig-25,Santa Rosalia,2015-02-01,15.94
dig-26,Scanzano,2015-02-01,4.61
dig-28,Trinità,2015-02-01,5.36
dig-01,Àncipa,2015-01-01,7.07
dig-02,Arancio,2015-01-01,23.85
dig-03,Castello,2015-01-01,8.33
dig-04,Cimia,2015-01-01,3.34
dig-05,Comunelli,2015-01-01,5.62
dig-06,Disueri,2015-01-01,1.36
dig-07,Fanaco,2015-01-01,7.75
dig-09,Garcia (M. Francese),2015-01-01,31.93
dig-10,Gorgo Lago,2015-01-01,0.66
dig-12,Leone,2015-01-01,1.70
dig-13,Nicoletti,2015-01-01,11.12
dig-14,Ogliastro (Don Sturzo),2015-01-01,20.86
dig-15,Olivo,2015-01-01,2.47
dig-17,Piana Degli Albanesi,2015-01-01,12.56
dig-18,Poma,2015-01-01,37.48
dig-19,Pozzillo,2015-01-01,17.14
dig-20,Prizzi,2015-01-01,1.44
dig-22,Rosamarina,2015-01-01,63.01
dig-23,Rubino,2015-01-01,7.15
dig-24,San Giovanni,2015-01-01,12.24
dig-25,Santa Rosalia,2015-01-01,15.44
dig-26,Scanzano,2015-01-01,1.50
dig-28,Trinità,2015-01-01,4.22
dig-01,Àncipa,2014-12-01,6.21
dig-02,Arancio,2014-12-01,23.09
dig-03,Castello,2014-12-01,7.81
dig-04,Cimia,2014-12-01,3.08
dig-05,Comunelli,2014-12-01,5.01
dig-06,Disueri,2014-12-01,1.26
dig-07,Fanaco,2014-12-01,9.21
dig-09,Garcia (M. Francese),2014-12-01,32.87
dig-10,Gorgo Lago,2014-12-01,0.63
dig-12,Leone,2014-12-01,1.77
dig-13,Nicoletti,2014-12-01,11.16
dig-14,Ogliastro (Don Sturzo),2014-12-01,20.30
dig-15,Olivo,2014-12-01,2.52
dig-17,Piana Degli Albanesi,2014-12-01,13.00
dig-18,Poma,2014-12-01,39.43
dig-19,Pozzillo,2014-12-01,15.36
dig-20,Prizzi,2014-12-01,1.32
dig-22,Rosamarina,2014-12-01,65.76
dig-23,Rubino,2014-12-01,7.19
dig-24,San Giovanni,2014-12-01,12.11
dig-25,Santa Rosalia,2014-12-01,15.65
dig-26,Scanzano,2014-12-01,1.97
dig-28,Trinità,2014-12-01,3.44
dig-01,Àncipa,2014-11-01,5.95
dig-02,Arancio,2014-11-01,22.16
dig-03,Castello,2014-11-01,7.73
dig-04,Cimia,2014-11-01,3.62
dig-05,Comunelli,2014-11-01,4.82
dig-06,Disueri,2014-11-01,0.56
dig-07,Fanaco,2014-11-01,11.04
dig-09,Garcia (M. Francese),2014-11-01,34.08
dig-10,Gorgo Lago,2014-11-01,0.63
dig-12,Leone,2014-11-01,1.99
dig-13,Nicoletti,2014-11-01,11.17
dig-14,Ogliastro (Don Sturzo),2014-11-01,19.44
dig-15,Olivo,2014-11-01,2.59
dig-17,Piana Degli Albanesi,2014-11-01,14.40
dig-18,Poma,2014-11-01,42.13
dig-19,Pozzillo,2014-11-01,14.29
dig-20,Prizzi,2014-11-01,1.90
dig-22,Rosamarina,2014-11-01,68.09
dig-23,Rubino,2014-11-01,7.43
dig-24,San Giovanni,2014-11-01,12.03
dig-25,Santa Rosalia,2014-11-01,15.49
dig-26,Scanzano,2014-11-01,3.17
dig-28,Trinità,2014-11-01,3.79
dig-01,Àncipa,2014-10-01,7.79
dig-02,Arancio,2014-10-01,22.71
dig-03,Castello,2014-10-01,9.53
dig-04,Cimia,2014-10-01,5.24
dig-05,Comunelli,2014-10-01,4.81
dig-06,Disueri,2014-10-01,0.00
dig-07,Fanaco,2014-10-01,12.90
dig-09,Garcia (M. Francese),2014-10-01,38.36
dig-10,Gorgo Lago,2014-10-01,0.69
dig-12,Leone,2014-10-01,2.35
dig-13,Nicoletti,2014-10-01,11.39
dig-14,Ogliastro (Don Sturzo),2014-10-01,19.63
dig-15,Olivo,2014-10-01,2.82
dig-17,Piana Degli Albanesi,2014-10-01,16.01
dig-18,Poma,2014-10-01,46.37
dig-19,Pozzillo,2014-10-01,15.83
dig-20,Prizzi,2014-10-01,4.05
dig-22,Rosamarina,2014-10-01,72.76
dig-23,Rubino,2014-10-01,7.72
dig-24,San Giovanni,2014-10-01,12.21
dig-25,Santa Rosalia,2014-10-01,16.42
dig-26,Scanzano,2014-10-01,3.93
dig-28,Trinità,2014-10-01,3.54
dig-01,Àncipa,2014-09-01,9.91
dig-02,Arancio,2014-09-01,23.71
dig-03,Castello,2014-09-01,12.16
dig-04,Cimia,2014-09-01,6.66
dig-05,Comunelli,2014-09-01,4.81
dig-06,Disueri,2014-09-01,0.32
dig-07,Fanaco,2014-09-01,14.58
dig-09,Garcia (M. Francese),2014-09-01,44.51
dig-10,Gorgo Lago,2014-09-01,0.75
dig-12,Leone,2014-09-01,2.74
dig-13,Nicoletti,2014-09-01,11.73
dig-14,Ogliastro (Don Sturzo),2014-09-01,23.14
dig-15,Olivo,2014-09-01,3.23
dig-17,Piana Degli Albanesi,2014-09-01,18.36
dig-18,Poma,2014-09-01,51.67
dig-19,Pozzillo,2014-09-01,27.21
dig-20,Prizzi,2014-09-01,5.37
dig-22,Rosamarina,2014-09-01,79.56
dig-23,Rubino,2014-09-01,8.08
dig-24,San Giovanni,2014-09-01,12.59
dig-25,Santa Rosalia,2014-09-01,17.47
dig-26,Scanzano,2014-09-01,4.73
dig-28,Trinità,2014-09-01,5.09
dig-01,Àncipa,2014-08-01,14.24
dig-02,Arancio,2014-08-01,24.18
dig-03,Castello,2014-08-01,15.14
dig-04,Cimia,2014-08-01,7.45
dig-05,Comunelli,2014-08-01,5.58
dig-06,Disueri,2014-08-01,3.08
dig-07,Fanaco,2014-08-01,16.14
dig-09,Garcia (M. Francese),2014-08-01,53.42
dig-10,Gorgo Lago,2014-08-01,0.98
dig-12,Leone,2014-08-01,3.16
dig-13,Nicoletti,2014-08-01,12.87
dig-14,Ogliastro (Don Sturzo),2014-08-01,29.49
dig-15,Olivo,2014-08-01,2.96
dig-17,Piana Degli Albanesi,2014-08-01,21.15
dig-18,Poma,2014-08-01,56.64
dig-19,Pozzillo,2014-08-01,47.50
dig-20,Prizzi,2014-08-01,6.48
dig-22,Rosamarina,2014-08-01,86.80
dig-23,Rubino,2014-08-01,8.90
dig-24,San Giovanni,2014-08-01,13.65
dig-25,Santa Rosalia,2014-08-01,18.54
dig-26,Scanzano,2014-08-01,5.61
dig-28,Trinità,2014-08-01,6.47
dig-01,Àncipa,2014-07-01,22.91
dig-02,Arancio,2014-07-01,25.70
dig-03,Castello,2014-07-01,18.42
dig-04,Cimia,2014-07-01,6.79
dig-05,Comunelli,2014-07-01,5.95
dig-06,Disueri,2014-07-01,5.68
dig-07,Fanaco,2014-07-01,17.59
dig-09,Garcia (M. Francese),2014-07-01,59.66
dig-10,Gorgo Lago,2014-07-01,1.21
dig-12,Leone,2014-07-01,3.58
dig-13,Nicoletti,2014-07-01,12.65
dig-14,Ogliastro (Don Sturzo),2014-07-01,38.28
dig-15,Olivo,2014-07-01,4.41
dig-17,Piana Degli Albanesi,2014-07-01,22.27
dig-18,Poma,2014-07-01,64.76
dig-19,Pozzillo,2014-07-01,61.00
dig-20,Prizzi,2014-07-01,7.48
dig-22,Rosamarina,2014-07-01,93.84
dig-23,Rubino,2014-07-01,10.78
dig-24,San Giovanni,2014-07-01,15.00
dig-25,Santa Rosalia,2014-07-01,19.34
dig-26,Scanzano,2014-07-01,7.33
dig-28,Trinità,2014-07-01,8.86
dig-01,Àncipa,2014-06-01,26.01
dig-02,Arancio,2014-06-01,27.43
dig-03,Castello,2014-06-01,20.16
dig-04,Cimia,2014-06-01,5.60
dig-05,Comunelli,2014-06-01,6.24
dig-06,Disueri,2014-06-01,7.46
dig-07,Fanaco,2014-06-01,18.72
dig-09,Garcia (M. Francese),2014-06-01,60.52
