cod,diga,data,volume
dig-09,Garcia (M. Francese),2021-04-01,63.81
dig-10,Gorgo Lago,2021-04-01,0.82
dig-11,Lentini,2021-04-01,99.24
dig-12,Leone,2021-04-01,3.46
dig-13,Nicoletti,2021-04-01,6.62
dig-14,Ogliastro (Don Sturzo),2021-04-01,41.30
dig-15,Olivo,2021-04-01,3.73
dig-17,Piana Degli Albanesi,2021-04-01,19.64
dig-18,Poma,2021-04-01,49.04
dig-19,Pozzillo,2021-04-01,24.84
dig-20,Prizzi,2021-04-01,7.73
dig-21,Ragoleto,2021-04-01,12.11
dig-22,Rosamarina,2021-04-01,44.15
dig-23,Rubino,2021-04-01,5.25
dig-24,San Giovanni,2021-04-01,11.77
dig-25,Santa Rosalia,2021-04-01,14.60
dig-26,Scanzano,2021-04-01,8.42
dig-28,Trinità,2021-04-01,8.78
dig-01,Àncipa,2021-03-01,12.29
dig-02,Arancio,2021-03-01,17.95
dig-03,Castello,2021-03-01,12.96
dig-04,Cimia,2021-03-01,5.19
dig-05,Comunelli,2021-03-01,0.39
dig-06,Disueri,2021-03-01,1.30
dig-07,Fanaco,2021-03-01,8.24
dig-09,Garcia (M. Francese),2021-03-01,59.62
dig-10,Gorgo Lago,2021-03-01,0.82
dig-11,Lentini,2021-03-01,91.43
dig-12,Leone,2021-03-01,3.55
dig-13,Nicoletti,2021-03-01,6.58
dig-14,Ogliastro (Don Sturzo),2021-03-01,38.97
dig-15,Olivo,2021-03-01,3.65
dig-17,Piana Degli Albanesi,2021-03-01,17.59
dig-18,Poma,2021-03-01,44.36
dig-19,Pozzillo,2021-03-01,13.11
dig-20,Prizzi,2021-03-01,6.96
dig-21,Ragoleto,2021-03-01,12.32
dig-22,Rosamarina,2021-03-01,36.49
dig-23,Rubino,2021-03-01,5.33
dig-24,San Giovanni,2021-03-01,11.32
dig-25,Santa Rosalia,2021-03-01,14.82
dig-26,Scanzano,2021-03-01,7.96
dig-28,Trinità,2021-03-01,8.99
dig-01,Àncipa,2021-02-01,7.90
dig-02,Arancio,2021-02-01,15.27
dig-03,Castello,2021-02-01,10.05
dig-04,Cimia,2021-02-01,2.96
dig-05,Comunelli,2021-02-01,0.43
dig-06,Disueri,2021-02-01,1.18
dig-07,Fanaco,2021-02-01,6.69
dig-09,Garcia (M. Francese),2021-02-01,47.23
dig-10,Gorgo Lago,2021-02-01,0.83
dig-11,Lentini,2021-02-01,83.76
dig-12,Leone,2021-02-01,3.47
dig-13,Nicoletti,2021-02-01,6.69
dig-14,Ogliastro (Don Sturzo),2021-02-01,38.32
dig-15,Olivo,2021-02-01,3.55
dig-17,Piana Degli Albanesi,2021-02-01,14.58
dig-18,Poma,2021-02-01,32.74
dig-19,Pozzillo,2021-02-01,8.81
dig-20,Prizzi,2021-02-01,5.33
dig-21,Ragoleto,2021-02-01,12.21
dig-22,Rosamarina,2021-02-01,27.22
dig-23,Rubino,2021-02-01,4.49
dig-24,San Giovanni,2021-02-01,10.86
dig-25,Santa Rosalia,2021-02-01,14.94
dig-26,Scanzano,2021-02-01,6.85
dig-28,Trinità,2021-02-01,8.42
dig-01,Àncipa,2021-01-01,5.92
dig-02,Arancio,2021-01-01,13.87
dig-03,Castello,2021-01-01,7.55
dig-04,Cimia,2021-01-01,2.28
dig-05,Comunelli,2021-01-01,0.42
dig-06,Disueri,2021-01-01,1.22
dig-07,Fanaco,2021-01-01,6.48
dig-09,Garcia (M. Francese),2021-01-01,35.01
dig-10,Gorgo Lago,2021-01-01,0.82
dig-11,Lentini,2021-01-01,82.71
dig-12,Leone,2021-01-01,2.54
dig-13,Nicoletti,2021-01-01,6.78
dig-14,Ogliastro (Don Sturzo),2021-01-01,37.28
dig-15,Olivo,2021-01-01,3.41
dig-17,Piana Degli Albanesi,2021-01-01,11.31
dig-18,Poma,2021-01-01,24.32
dig-19,Pozzillo,2021-01-01,5.62
dig-20,Prizzi,2021-01-01,3.46
dig-21,Ragoleto,2021-01-01,12.25
dig-22,Rosamarina,2021-01-01,22.83
dig-23,Rubino,2021-01-01,3.45
dig-24,San Giovanni,2021-01-01,10.37
dig-25,Santa Rosalia,2021-01-01,15.22
dig-26,Scanzano,2021-01-01,4.05
dig-28,Trinità,2021-01-01,6.93
dig-01,Àncipa,2020-12-01,6.44
dig-02,Arancio,2020-12-01,11.62
dig-03,Castello,2020-12-01,5.98
dig-04,Cimia,2020-12-01,1.33
dig-05,Comunelli,2020-12-01,0.54
dig-06,Disueri,2020-12-01,1.37
dig-07,Fanaco,2020-12-01,6.55
dig-09,Garcia (M. Francese),2020-12-01,20.00
dig-10,Gorgo Lago,2020-12-01,0.77
dig-11,Lentini,2020-12-01,83.30
dig-12,Leone,2020-12-01,1.89
dig-13,Nicoletti,2020-12-01,6.69
dig-14,Ogliastro (Don Sturzo),2020-12-01,34.50
dig-15,Olivo,2020-12-01,3.18
dig-17,Piana Degli Albanesi,2020-12-01,8.78
dig-18,Poma,2020-12-01,16.55
dig-19,Pozzillo,2020-12-01,3.88
dig-20,Prizzi,2020-12-01,2.37
dig-21,Ragoleto,2020-12-01,11.88
dig-22,Rosamarina,2020-12-01,22.71
dig-23,Rubino,2020-12-01,2.50
dig-24,San Giovanni,2020-12-01,9.63
dig-25,Santa Rosalia,2020-12-01,15.22
dig-26,Scanzano,2020-12-01,2.26
dig-28,Trinità,2020-12-01,5.29
dig-01,Àncipa,2020-11-01,8.18
dig-02,Arancio,2020-11-01,12.89
dig-03,Castello,2020-11-01,6.84
dig-04,Cimia,2020-11-01,1.31
dig-05,Comunelli,2020-11-01,0.40
dig-06,Disueri,2020-11-01,1.18
dig-07,Fanaco,2020-11-01,8.15
dig-09,Garcia (M. Francese),2020-11-01,20.62
dig-10,Gorgo Lago,2020-11-01,0.82
dig-11,Lentini,2020-11-01,82.71
dig-12,Leone,2020-11-01,2.19
dig-13,Nicoletti,2020-11-01,6.82
dig-14,Ogliastro (Don Sturzo),2020-11-01,35.98
dig-15,Olivo,2020-11-01,3.13
dig-17,Piana Degli Albanesi,2020-11-01,9.19
dig-18,Poma,2020-11-01,18.92
dig-19,Pozzillo,2020-11-01,4.32
dig-20,Prizzi,2020-11-01,2.76
dig-21,Ragoleto,2020-11-01,12.24
dig-22,Rosamarina,2020-11-01,25.24
dig-23,Rubino,2020-11-01,2.52
dig-24,San Giovanni,2020-11-01,9.41
dig-25,Santa Rosalia,2020-11-01,15.70
dig-26,Scanzano,2020-11-01,2.91
dig-28,Trinità,2020-11-01,5.07
dig-01,Àncipa,2020-10-01,10.26
dig-02,Arancio,2020-10-01,13.69
dig-03,Castello,2020-10-01,8.37
dig-04,Cimia,2020-10-01,3.78
dig-05,Comunelli,2020-10-01,0.30
dig-06,Disueri,2020-10-01,1.18
dig-07,Fanaco,2020-10-01,10.02
dig-09,Garcia (M. Francese),2020-10-01,24.31
dig-10,Gorgo Lago,2020-10-01,0.82
dig-11,Lentini,2020-10-01,84.30
dig-12,Leone,2020-10-01,2.50
dig-13,Nicoletti,2020-10-01,7.15
dig-14,Ogliastro (Don Sturzo),2020-10-01,37.77
dig-15,Olivo,2020-10-01,3.26
dig-17,Piana Degli Albanesi,2020-10-01,9.74
dig-18,Poma,2020-10-01,21.92
dig-19,Pozzillo,2020-10-01,5.30
dig-20,Prizzi,2020-10-01,3.58
dig-21,Ragoleto,2020-10-01,12.88
dig-22,Rosamarina,2020-10-01,29.41
dig-23,Rubino,2020-10-01,2.57
dig-24,San Giovanni,2020-10-01,9.52
dig-25,Santa Rosalia,2020-10-01,16.35
dig-26,Scanzano,2020-10-01,3.36
dig-28,Trinità,2020-10-01,5.07
dig-01,Àncipa,2020-09-01,12.26
dig-02,Arancio,2020-09-01,14.58
dig-03,Castello,2020-09-01,9.90
dig-04,Cimia,2020-09-01,4.63
dig-05,Comunelli,2020-09-01,0.39
dig-06,Disueri,2020-09-01,1.13
dig-07,Fanaco,2020-09-01,11.62
dig-09,Garcia (M. Francese),2020-09-01,29.36
dig-10,Gorgo Lago,2020-09-01,0.83
dig-11,Lentini,2020-09-01,85.88
dig-12,Leone,2020-09-01,2.74
dig-13,Nicoletti,2020-09-01,7.40
dig-14,Ogliastro (Don Sturzo),2020-09-01,42.80
dig-15,Olivo,2020-09-01,3.57
dig-17,Piana Degli Albanesi,2020-09-01,10.61
dig-18,Poma,2020-09-01,26.66
dig-19,Pozzillo,2020-09-01,13.92
dig-20,Prizzi,2020-09-01,4.57
dig-21,Ragoleto,2020-09-01,13.71
dig-22,Rosamarina,2020-09-01,34.35
dig-23,Rubino,2020-09-01,2.62
dig-24,San Giovanni,2020-09-01,9.82
dig-25,Santa Rosalia,2020-09-01,17.22
dig-26,Scanzano,2020-09-01,3.99
dig-28,Trinità,2020-09-01,5.12
dig-01,Àncipa,2020-08-01,15.86
dig-02,Arancio,2020-08-01,17.25
dig-03,Castello,2020-08-01,12.66
dig-04,Cimia,2020-08-01,5.67
dig-05,Comunelli,2020-08-01,0.55
dig-06,Disueri,2020-08-01,1.48
dig-07,Fanaco,2020-08-01,13.76
dig-09,Garcia (M. Francese),2020-08-01,37.43
dig-10,Gorgo Lago,2020-08-01,0.94
dig-11,Lentini,2020-08-01,90.49
dig-12,Leone,2020-08-01,3.09
dig-13,Nicoletti,2020-08-01,7.98
dig-14,Ogliastro (Don Sturzo),2020-08-01,48.91
dig-15,Olivo,2020-08-01,3.98
dig-17,Piana Degli Albanesi,2020-08-01,11.18
dig-18,Poma,2020-08-01,31.88
dig-19,Pozzillo,2020-08-01,37.01
dig-20,Prizzi,2020-08-01,5.76
dig-21,Ragoleto,2020-08-01,15.06
dig-22,Rosamarina,2020-08-01,40.95
dig-23,Rubino,2020-08-01,3.32
dig-24,San Giovanni,2020-08-01,12.52
dig-25,Santa Rosalia,2020-08-01,18.38
dig-26,Scanzano,2020-08-01,5.13
dig-28,Trinità,2020-08-01,6.57
dig-01,Àncipa,2020-07-01,18.83
dig-02,Arancio,2020-07-01,20.60
dig-03,Castello,2020-07-01,15.86
dig-04,Cimia,2020-07-01,4.42
dig-05,Comunelli,2020-07-01,0.41
dig-06,Disueri,2020-07-01,1.09
dig-07,Fanaco,2020-07-01,15.70
dig-09,Garcia (M. Francese),2020-07-01,45.50
dig-10,Gorgo Lago,2020-07-01,1.05
dig-11,Lentini,2020-07-01,94.94
dig-12,Leone,2020-07-01,3.22
dig-13,Nicoletti,2020-07-01,8.64
dig-14,Ogliastro (Don Sturzo),2020-07-01,55.04
dig-15,Olivo,2020-07-01,4.49
dig-17,Piana Degli Albanesi,2020-07-01,13.34
dig-18,Poma,2020-07-01,36.12
dig-19,Pozzillo,2020-07-01,58.93
dig-20,Prizzi,2020-07-01,6.52
dig-21,Ragoleto,2020-07-01,15.91
dig-22,Rosamarina,2020-07-01,46.94
dig-23,Rubino,2020-07-01,4.82
dig-24,San Giovanni,2020-07-01,14.73
dig-25,Santa Rosalia,2020-07-01,19.31
dig-26,Scanzano,2020-07-01,6.06
dig-28,Trinità,2020-07-01,9.11
dig-01,Àncipa,2020-06-01,20.55
dig-02,Arancio,2020-06-01,23.42
dig-03,Castello,2020-06-01,18.50
dig-04,Cimia,2020-06-01,4.56
dig-05,Comunelli,2020-06-01,0.46
dig-06,Disueri,2020-06-01,1.23
dig-07,Fanaco,2020-06-01,17.53
dig-09,Garcia (M. Francese),2020-06-01,47.60
dig-10,Gorgo Lago,2020-06-01,1.04
dig-11,Lentini,2020-06-01,97.93
dig-12,Leone,2020-06-01,3.30
dig-13,Nicoletti,2020-06-01,9.08
dig-14,Ogliastro (Don Sturzo),2020-06-01,58.17
dig-15,Olivo,2020-06-01,4.81
dig-17,Piana Degli Albanesi,2020-06-01,14.23
dig-18,Poma,2020-06-01,39.82
dig-19,Pozzillo,2020-06-01,69.01
dig-20,Prizzi,2020-06-01,7.26
dig-21,Ragoleto,2020-06-01,16.83
dig-22,Rosamarina,2020-06-01,51.72
dig-23,Rubino,2020-06-01,5.11
dig-24,San Giovanni,2020-06-01,15.64
dig-25,Santa Rosalia,2020-06-01,19.92
dig-26,Scanzano,2020-06-01,6.50
dig-28,Trinità,2020-06-01,9.38
dig-01,Àncipa,2020-05-01,22.01
dig-02,Arancio,2020-05-01,24.80
dig-03,Castello,2020-05-01,19.66
dig-04,Cimia,2020-05-01,4.37
dig-05,Comunelli,2020-05-01,0.48
dig-06,Disueri,2020-05-01,1.20
dig-07,Fanaco,2020-05-01,18.63
dig-09,Garcia (M. Francese),2020-05-01,48.93
dig-10,Gorgo Lago,2020-05-01,1.07
dig-11,Lentini,2020-05-01,100.27
dig-12,Leone,2020-05-01,3.41
dig-13,Nicoletti,2020-05-01,9.51
dig-14,Ogliastro (Don Sturzo),2020-05-01,58.73
dig-15,Olivo,2020-05-01,5.05
dig-17,Piana Degli Albanesi,2020-05-01,15.91
dig-18,Poma,2020-05-01,41.56
dig-19,Pozzillo,2020-05-01,71.15
dig-20,Prizzi,2020-05-01,7.38
dig-21,Ragoleto,2020-05-01,17.10
dig-22,Rosamarina,2020-05-01,56.02
dig-23,Rubino,2020-05-01,5.29
dig-24,San Giovanni,2020-05-01,15.90
dig-25,Santa Rosalia,2020-05-01,20.08
dig-26,Scanzano,2020-05-01,7.09
dig-28,Trinità,2020-05-01,9.35
dig-01,Àncipa,2020-04-01,20.81
dig-02,Arancio,2020-04-01,25.00
dig-03,Castello,2020-04-01,19.35
dig-04,Cimia,2020-04-01,4.06
dig-05,Comunelli,2020-04-01,0.35
dig-06,Disueri,2020-04-01,1.31
dig-07,Fanaco,2020-04-01,18.57
dig-09,Garcia (M. Francese),2020-04-01,48.35
dig-10,Gorgo Lago,2020-04-01,1.09
dig-11,Lentini,2020-04-01,91.21
dig-12,Leone,2020-04-01,3.75
dig-13,Nicoletti,2020-04-01,9.66
dig-14,Ogliastro (Don Sturzo),2020-04-01,58.55
dig-15,Olivo,2020-04-01,5.06
dig-17,Piana Degli Albanesi,2020-04-01,16.02
dig-18,Poma,2020-04-01,42.61
dig-19,Pozzillo,2020-04-01,72.20
dig-20,Prizzi,2020-04-01,7.13
dig-21,Ragoleto,2020-04-01,16.87
dig-22,Rosamarina,2020-04-01,56.77
dig-23,Rubino,2020-04-01,5.30
dig-24,San Giovanni,2020-04-01,15.98
dig-25,Santa Rosalia,2020-04-01,20.11
dig-26,Scanzano,2020-04-01,7.08
dig-28,Trinità,2020-04-01,9.46
dig-01,Àncipa,2020-03-01,15.67
dig-02,Arancio,2020-03-01,24.13
dig-03,Castello,2020-03-01,19.61
dig-04,Cimia,2020-03-01,3.70
dig-05,Comunelli,2020-03-01,0.53
dig-06,Disueri,2020-03-01,1.35
dig-07,Fanaco,2020-03-01,17.92
dig-09,Garcia (M. Francese),2020-03-01,43.93
dig-10,Gorgo Lago,2020-03-01,1.08
dig-11,Lentini,2020-03-01,77.62
dig-12,Leone,2020-03-01,3.32
dig-13,Nicoletti,2020-03-01,9.47
dig-14,Ogliastro (Don Sturzo),2020-03-01,56.67
dig-15,Olivo,2020-03-01,4.03
dig-17,Piana Degli Albanesi,2020-03-01,15.66
dig-18,Poma,2020-03-01,41.38
dig-19,Pozzillo,2020-03-01,67.73
dig-20,Prizzi,2020-03-01,6.26
dig-21,Ragoleto,2020-03-01,15.89
dig-22,Rosamarina,2020-03-01,52.65
dig-23,Rubino,2020-03-01,5.00
dig-24,San Giovanni,2020-03-01,15.90
dig-25,Santa Rosalia,2020-03-01,20.03
dig-26,Scanzano,2020-03-01,5.10
dig-28,Trinità,2020-03-01,9.17
dig-01,Àncipa,2020-02-01,15.73
dig-02,Arancio,2020-02-01,24.49
dig-03,Castello,2020-02-01,19.49
dig-04,Cimia,2020-02-01,4.06
dig-05,Comunelli,2020-02-01,0.43
dig-06,Disueri,2020-02-01,1.23
dig-07,Fanaco,2020-02-01,18.33
dig-09,Garcia (M. Francese),2020-02-01,44.31
dig-10,Gorgo Lago,2020-02-01,1.11
dig-11,Lentini,2020-02-01,78.81
dig-12,Leone,2020-02-01,3.41
dig-13,Nicoletti,2020-02-01,9.61
dig-14,Ogliastro (Don Sturzo),2020-02-01,56.57
dig-15,Olivo,2020-02-01,4.05
dig-17,Piana Degli Albanesi,2020-02-01,16.44
dig-18,Poma,2020-02-01,43.37
dig-19,Pozzillo,2020-02-01,65.43
dig-20,Prizzi,2020-02-01,6.41
dig-21,Ragoleto,2020-02-01,15.75
dig-22,Rosamarina,2020-02-01,55.70
dig-23,Rubino,2020-02-01,5.04
dig-24,San Giovanni,2020-02-01,15.90
dig-25,Santa Rosalia,2020-02-01,20.06
dig-26,Scanzano,2020-02-01,5.11
dig-28,Trinità,2020-02-01,9.15
dig-01,Àncipa,2020-01-01,15.71
dig-02,Arancio,2020-01-01,24.82
dig-03,Castello,2020-01-01,19.55
dig-04,Cimia,2020-01-01,4.10
dig-05,Comunelli,2020-01-01,0.37
dig-06,Disueri,2020-01-01,1.04
dig-07,Fanaco,2020-01-01,17.61
dig-09,Garcia (M. Francese),2020-01-01,43.56
dig-10,Gorgo Lago,2020-01-01,1.12
dig-11,Lentini,2020-01-01,79.53
dig-12,Leone,2020-01-01,3.90
dig-13,Nicoletti,2020-01-01,9.72
dig-14,Ogliastro (Don Sturzo),2020-01-01,56.03
dig-15,Olivo,2020-01-01,3.98
dig-17,Piana Degli Albanesi,2020-01-01,16.54
dig-18,Poma,2020-01-01,44.49
dig-19,Pozzillo,2020-01-01,61.78
dig-20,Prizzi,2020-01-01,6.30
dig-21,Ragoleto,2020-01-01,16.12
dig-22,Rosamarina,2020-01-01,55.41
dig-23,Rubino,2020-01-01,5.02
dig-24,San Giovanni,2020-01-01,15.90
dig-25,Santa Rosalia,2020-01-01,20.11
dig-26,Scanzano,2020-01-01,5.35
dig-28,Trinità,2020-01-01,8.40
dig-01,Àncipa,2019-12-01,9.83
dig-02,Arancio,2019-12-01,25.88
dig-03,Castello,2019-12-01,15.39
dig-04,Cimia,2019-12-01,3.35
dig-05,Comunelli,2019-12-01,0.25
dig-06,Disueri,2019-12-01,1.07
dig-07,Fanaco,2019-12-01,13.18
dig-09,Garcia (M. Francese),2019-12-01,36.06
dig-10,Gorgo Lago,2019-12-01,1.11
dig-11,Lentini,2019-12-01,80.50
dig-12,Leone,2019-12-01,3.87
dig-13,Nicoletti,2019-12-01,9.64
dig-14,Ogliastro (Don Sturzo),2019-12-01,54.79
dig-15,Olivo,2019-12-01,3.82
dig-17,Piana Degli Albanesi,2019-12-01,14.93
dig-18,Poma,2019-12-01,40.21
dig-19,Pozzillo,2019-12-01,47.73
dig-20,Prizzi,2019-12-01,4.18
dig-21,Ragoleto,2019-12-01,15.91
dig-22,Rosamarina,2019-12-01,49.03
dig-23,Rubino,2019-12-01,4.95
dig-24,San Giovanni,2019-12-01,12.60
dig-25,Santa Rosalia,2019-12-01,20.11
dig-26,Scanzano,2019-12-01,4.55
dig-28,Trinità,2019-12-01,7.47
dig-01,Àncipa,2019-11-01,6.91
dig-02,Arancio,2019-11-01,21.62
dig-03,Castello,2019-11-01,11.03
dig-04,Cimia,2019-11-01,2.01
dig-05,Comunelli,2019-11-01,0.26
dig-06,Disueri,2019-11-01,1.18
dig-07,Fanaco,2019-11-01,10.58
dig-09,Garcia (M. Francese),2019-11-01,34.00
dig-10,Gorgo Lago,2019-11-01,1.04
dig-11,Lentini,2019-11-01,80.31
dig-12,Leone,2019-11-01,3.35
dig-13,Nicoletti,2019-11-01,6.62
dig-14,Ogliastro (Don Sturzo),2019-11-01,41.03
dig-15,Olivo,2019-11-01,2.85
dig-17,Piana Degli Albanesi,2019-11-01,14.71
dig-18,Poma,2019-11-01,41.14
dig-19,Pozzillo,2019-11-01,12.85
dig-20,Prizzi,2019-11-01,3.92
dig-21,Ragoleto,2019-11-01,12.54
dig-22,Rosamarina,2019-11-01,46.91
dig-23,Rubino,2019-11-01,4.95
dig-24,San Giovanni,2019-11-01,9.43
dig-25,Santa Rosalia,2019-11-01,16.82
dig-26,Scanzano,2019-11-01,4.85
dig-28,Trinità,2019-11-01,5.60
dig-01,Àncipa,2019-10-01,8.86
dig-02,Arancio,2019-10-01,20.96
dig-03,Castello,2019-10-01,11.55
dig-04,Cimia,2019-10-01,2.82
dig-05,Comunelli,2019-10-01,0.00
dig-06,Disueri,2019-10-01,1.18
dig-07,Fanaco,2019-10-01,12.20
dig-09,Garcia (M. Francese),2019-10-01,37.18
dig-10,Gorgo Lago,2019-10-01,1.00
dig-11,Lentini,2019-10-01,80.21
dig-12,Leone,2019-10-01,3.37
dig-13,Nicoletti,2019-10-01,6.82
dig-14,Ogliastro (Don Sturzo),2019-10-01,41.22
dig-15,Olivo,2019-10-01,2.90
dig-17,Piana Degli Albanesi,2019-10-01,15.02
dig-18,Poma,2019-10-01,44.02
dig-19,Pozzillo,2019-10-01,15.60
dig-20,Prizzi,2019-10-01,4.55
dig-21,Ragoleto,2019-10-01,11.88
dig-22,Rosamarina,2019-10-01,50.53
dig-23,Rubino,2019-10-01,5.29
dig-24,San Giovanni,2019-10-01,9.35
dig-25,Santa Rosalia,2019-10-01,16.47
dig-26,Scanzano,2019-10-01,5.41
dig-28,Trinità,2019-10-01,4.84
dig-01,Àncipa,2019-09-01,10.81
dig-02,Arancio,2019-09-01,21.34
dig-03,Castello,2019-09-01,12.00
dig-04,Cimia,2019-09-01,3.76
dig-05,Comunelli,2019-09-01,0.00
dig-06,Disueri,2019-09-01,0.80
dig-07,Fanaco,2019-09-01,13.91
dig-09,Garcia (M. Francese),2019-09-01,42.23
dig-10,Gorgo Lago,2019-09-01,1.00
dig-11,Lentini,2019-09-01,83.85
dig-12,Leone,2019-09-01,3.41
dig-13,Nicoletti,2019-09-01,6.78
dig-14,Ogliastro (Don Sturzo),2019-09-01,40.62
dig-15,Olivo,2019-09-01,2.87
dig-17,Piana Degli Albanesi,2019-09-01,15.79
dig-18,Poma,2019-09-01,46.19
dig-19,Pozzillo,2019-09-01,31.91
dig-20,Prizzi,2019-09-01,4.94
dig-21,Ragoleto,2019-09-01,12.50
dig-22,Rosamarina,2019-09-01,54.42
dig-23,Rubino,2019-09-01,5.38
dig-24,San Giovanni,2019-09-01,9.76
dig-25,Santa Rosalia,2019-09-01,17.15
dig-26,Scanzano,2019-09-01,6.02
dig-28,Trinità,2019-09-01,4.90
dig-01,Àncipa,2019-08-01,13.07
dig-02,Arancio,2019-08-01,22.64
dig-03,Castello,2019-08-01,15.04
dig-04,Cimia,2019-08-01,5.17
dig-05,Comunelli,2019-08-01,0.00
dig-06,Disueri,2019-08-01,0.97
dig-07,Fanaco,2019-08-01,15.71
dig-09,Garcia (M. Francese),2019-08-01,49.96
dig-10,Gorgo Lago,2019-08-01,1.13
dig-11,Lentini,2019-08-01,90.31
dig-12,Leone,2019-08-01,3.50
dig-13,Nicoletti,2019-08-01,7.11
dig-14,Ogliastro (Don Sturzo),2019-08-01,47.36
dig-15,Olivo,2019-08-01,3.28
dig-17,Piana Degli Albanesi,2019-08-01,17.71
dig-18,Poma,2019-08-01,51.48
dig-19,Pozzillo,2019-08-01,59.47
dig-20,Prizzi,2019-08-01,6.50
dig-21,Ragoleto,2019-08-01,14.06
dig-22,Rosamarina,2019-08-01,60.73
dig-23,Rubino,2019-08-01,6.17
dig-24,San Giovanni,2019-08-01,11.65
dig-25,Santa Rosalia,2019-08-01,18.11
dig-26,Scanzano,2019-08-01,6.17
dig-28,Trinità,2019-08-01,6.52
dig-01,Àncipa,2019-07-01,15.20
dig-02,Arancio,2019-07-01,23.99
dig-03,Castello,2019-07-01,18.43
dig-04,Cimia,2019-07-01,5.89
dig-05,Comunelli,2019-07-01,0.24
dig-06,Disueri,2019-07-01,1.17
dig-07,Fanaco,2019-07-01,17.58
dig-09,Garcia (M. Francese),2019-07-01,58.20
dig-10,Gorgo Lago,2019-07-01,1.18
dig-11,Lentini,2019-07-01,94.66
dig-12,Leone,2019-07-01,3.53
dig-13,Nicoletti,2019-07-01,7.63
dig-14,Ogliastro (Don Sturzo),2019-07-01,54.70
dig-15,Olivo,2019-07-01,3.93
dig-17,Piana Degli Albanesi,2019-07-01,18.63
dig-18,Poma,2019-07-01,57.96
dig-19,Pozzillo,2019-07-01,76.80
dig-20,Prizzi,2019-07-01,7.49
dig-21,Ragoleto,2019-07-01,15.66
dig-22,Rosamarina,2019-07-01,66.60
dig-23,Rubino,2019-07-01,8.13
dig-24,San Giovanni,2019-07-01,14.46
dig-25,Santa Rosalia,2019-07-01,19.08
dig-26,Scanzano,2019-07-01,6.83
dig-28,Trinità,2019-07-01,9.34
dig-01,Àncipa,2019-06-01,17.18
dig-02,Arancio,2019-06-01,24.32
dig-03,Castello,2019-06-01,20.09
dig-04,Cimia,2019-06-01,6.15
dig-05,Comunelli,2019-06-01,0.33
dig-06,Disueri,2019-06-01,1.40
dig-07,Fanaco,2019-06-01,18.31
dig-09,Garcia (M. Francese),2019-06-01,61.28
dig-10,Gorgo Lago,2019-06-01,1.30
dig-11,Lentini,2019-06-01,98.28
dig-12,Leone,2019-06-01,4.20
dig-13,Nicoletti,2019-06-01,8.11
dig-14,Ogliastro (Don Sturzo),2019-06-01,57.15
dig-15,Olivo,2019-06-01,4.23
dig-17,Piana Degli Albanesi,2019-06-01,19.46
dig-18,Poma,2019-06-01,62.40
dig-19,Pozzillo,2019-06-01,91.06
dig-20,Prizzi,2019-06-01,7.97
dig-21,Ragoleto,2019-06-01,16.48
dig-22,Rosamarina,2019-06-01,71.33
dig-23,Rubino,2019-06-01,8.41
dig-24,San Giovanni,2019-06-01,15.38
dig-25,Santa Rosalia,2019-06-01,19.79
dig-26,Scanzano,2019-06-01,7.63
dig-28,Trinità,2019-06-01,9.48
dig-01,Àncipa,2019-05-01,16.46
dig-02,Arancio,2019-05-01,24.71
dig-03,Castello,2019-05-01,19.49
dig-04,Cimia,2019-05-01,6.13
dig-05,Comunelli,2019-05-01,0.27
dig-06,Disueri,2019-05-01,1.42
dig-07,Fanaco,2019-05-01,19.02
dig-09,Garcia (M. Francese),2019-05-01,61.51
dig-10,Gorgo Lago,2019-05-01,1.28
dig-11,Lentini,2019-05-01,99.45
dig-12,Leone,2019-05-01,4.20
dig-13,Nicoletti,2019-05-01,8.40
dig-14,Ogliastro (Don Sturzo),2019-05-01,57.38
dig-15,Olivo,2019-05-01,4.33
dig-17,Piana Degli Albanesi,2019-05-01,19.39
dig-18,Poma,2019-05-01,63.80
dig-19,Pozzillo,2019-05-01,90.87
dig-20,Prizzi,2019-05-01,7.87
dig-21,Ragoleto,2019-05-01,16.77
dig-22,Rosamarina,2019-05-01,73.35
dig-23,Rubino,2019-05-01,8.53
dig-24,San Giovanni,2019-05-01,15.56
dig-25,Santa Rosalia,2019-05-01,20.01
dig-26,Scanzano,2019-05-01,8.20
dig-28,Trinità,2019-05-01,8.80
dig-01,Àncipa,2019-04-01,19.19
dig-02,Arancio,2019-04-01,24.43
dig-03,Castello,2019-04-01,19.49
dig-04,Cimia,2019-04-01,6.21
dig-05,Comunelli,2019-04-01,0.32
dig-06,Disueri,2019-04-01,1.64
dig-07,Fanaco,2019-04-01,19.14
dig-09,Garcia (M. Francese),2019-04-01,61.00
dig-10,Gorgo Lago,2019-04-01,1.30
dig-11,Lentini,2019-04-01,100.27
dig-12,Leone,2019-04-01,4.20
dig-13,Nicoletti,2019-04-01,8.54
dig-14,Ogliastro (Don Sturzo),2019-04-01,56.96
dig-15,Olivo,2019-04-01,5.09
dig-17,Piana Degli Albanesi,2019-04-01,19.06
dig-18,Poma,2019-04-01,64.32
dig-19,Pozzillo,2019-04-01,84.84
dig-20,Prizzi,2019-04-01,7.84
dig-21,Ragoleto,2019-04-01,16.49
dig-22,Rosamarina,2019-04-01,74.76
dig-23,Rubino,2019-04-01,8.57
dig-24,San Giovanni,2019-04-01,15.92
