cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-28,950.00,30410000.00,941.25,18265161.00,16265161.00
dig-03,Castello,2026-01-28,292.65,19493500.00,283.61,9360800.00,5819630.00
dig-07,Fanaco,2026-01-28,677.50,20700000.00,661.95,4671267.00,4084950.00
dig-09,Garcia (M. Francese),2026-01-28,190.00,61000000.00,172.20,8760000.00,2760000.00
dig-17,Piana Degli Albanesi,2026-01-28,609.00,25000000.00,601.08,8144613.00,6144613.00
dig-12,Leone,2026-01-28,828.00,4150000.00,827.25,3748000.00,2498000.00
dig-18,Poma,2026-01-28,195.60,72300000.00,178.33,18077500.00,9990028.00
dig-20,Prizzi,2026-01-28,638.00,9250000.00,630.86,2978877.00,1628877.00
dig-21,Ragoleto,2026-01-28,326.00,17160198.00,315.98,8348098.00,4847810.00
dig-22,Rosamarina,2026-01-28,164.00,73034250.00,143.44,18600981.00,9681394.00
dig-25,Santa Rosalia,2026-01-28,378.05,20000000.00,373.11,14843619.00,9818063.00
dig-26,Scanzano,2026-01-28,517.00,7312775.00,513.87,4826537.00,3790466.00
dig-31,Gammauta,2026-01-28,500.00,2000000.00,497.12,1672788.00,171316.00
