cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-31,950.00,30410000.00,943.78,20950046.00,18950046.00
dig-03,Castello,2026-01-31,292.65,19493500.00,285.90,11501000.00,7959830.00
dig-07,Fanaco,2026-01-31,677.50,20700000.00,664.90,6379582.00,5793265.00
dig-09,Garcia (M. Francese),2026-01-31,190.00,61000000.00,174.56,12340000.00,6340000.00
dig-17,Piana Degli Albanesi,2026-01-31,609.00,25000000.00,601.97,9603254.00,7603254.00
dig-12,Leone,2026-01-31,828.00,4150000.00,827.56,3931520.00,2681520.00
dig-18,Poma,2026-01-31,195.60,72300000.00,180.19,21475000.00,13387528.00
dig-20,Prizzi,2026-01-31,638.00,9250000.00,632.48,4085169.00,2735169.00
dig-21,Ragoleto,2026-01-31,326.00,17160198.00,316.95,9069789.00,5569501.00
dig-22,Rosamarina,2026-01-31,164.00,73034250.00,145.98,22961169.00,14041582.00
dig-25,Santa Rosalia,2026-01-31,378.05,20000000.00,374.29,16061226.00,11035670.00
dig-26,Scanzano,2026-01-31,517.00,7312775.00,515.93,6348208.00,5312137.00
dig-31,Gammauta,2026-01-31,500.00,2000000.00,498.87,1883602.00,382130.00
