cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-01,950.00,30410000.00,940.51,17497313.35,15497313.35
dig-03,Castello,2025-09-01,292.65,19493500.00,277.31,4707100.00,1156487.00
dig-07,Fanaco,2025-09-01,677.50,20700000.00,657.98,2882756.00,2296439.00
dig-09,Garcia (M. Francese),2025-09-01,190.00,61000000.00,174.41,12115000.00,6115000.00
dig-17,Piana Degli Albanesi,2025-09-01,609.00,25000000.00,601.38,8191200.96,6191200.96
dig-12,Leone,2025-09-01,828.00,4150000.00,825.92,3114000.00,1864000.00
dig-18,Poma,2025-09-01,195.60,72300000.00,179.31,19792500.00,11658906.00
dig-20,Prizzi,2025-09-01,638.00,9250000.00,627.28,1490089.29,0.00
dig-21,Ragoleto,2025-09-01,326.00,17160198.00,312.46,5984045.00,2483757.00
dig-22,Rosamarina,2025-09-01,164.00,73034250.00,144.00,19521984.00,10597564.00
dig-25,Santa Rosalia,2025-09-01,378.05,20000000.00,368.26,10471116.00,5440560.00
dig-26,Scanzano,2025-09-01,517.00,7312775.00,514.55,5306777.00,4259438.00
