cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-14,950.00,30410000.00,948.98,26517345.23,24517345.23
dig-03,Castello,2025-04-14,292.65,19493500.00,283.99,9695200.00,6115652.00
dig-07,Fanaco,2025-04-14,677.50,20700000.00,662.61,5026202.00,4439885.00
dig-09,Garcia (M. Francese),2025-04-14,190.00,61000000.00,177.89,19736000.00,13736000.00
dig-17,Piana Degli Albanesi,2025-04-14,609.00,25000000.00,603.41,11556235.45,9556235.45
dig-12,Leone,2025-04-14,828.00,4150000.00,826.74,3483000.00,2233000.00
dig-18,Poma,2025-04-14,195.60,72300000.00,183.48,30070000.00,21788832.00
dig-20,Prizzi,2025-04-14,638.00,9250000.00,633.16,4262121.17,2762121.17
dig-21,Ragoleto,2025-04-14,326.00,17160198.00,316.97,9084681.00,5584393.00
dig-22,Rosamarina,2025-04-14,164.00,73034250.00,145.85,22726347.00,13765454.00
dig-25,Santa Rosalia,2025-04-14,378.05,21080000.00,371.57,13334283.00,8266087.00
dig-26,Scanzano,2025-04-14,517.00,7312775.00,517.22,7514545.00,6463579.00
