cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-25,950.00,30410000.00,934.66,12044031.44,10044031.44
dig-03,Castello,2025-12-25,292.65,19493500.00,279.33,6001900.00,2451095.00
dig-07,Fanaco,2025-12-25,677.50,20700000.00,657.00,2531936.00,1945619.00
dig-09,Garcia (M. Francese),2025-12-25,190.00,61000000.00,170.06,6060000.00,60000.00
dig-17,Piana Degli Albanesi,2025-12-25,609.00,25000000.00,599.34,5773779.23,3773779.23
dig-12,Leone,2025-12-25,828.00,4150000.00,823.25,2000000.00,750000.00
dig-18,Poma,2025-12-25,195.60,72300000.00,176.50,14875000.00,6621388.00
dig-20,Prizzi,2025-12-25,638.00,9250000.00,627.05,1413755.46,63755.46
dig-21,Ragoleto,2025-12-25,326.00,17160198.00,310.51,4861367.00,1361079.00
dig-22,Rosamarina,2025-12-25,164.00,73034250.00,140.96,14779089.00,5793241.00
dig-25,Santa Rosalia,2025-12-25,378.05,20000000.00,366.31,8992892.00,3952912.00
dig-26,Scanzano,2025-12-25,517.00,7312775.00,511.46,3297598.00,2258120.00
dig-31,Gammauta,2025-12-25,500.00,2000000.00,498.15,1793265.48,291793.48
