cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-21,950.00,30410000.00,945.77,23080449.59,21080449.59
dig-03,Castello,2025-07-21,292.65,19493500.00,280.11,6493300.00,2778319.00
dig-07,Fanaco,2025-07-21,677.50,20700000.00,661.08,4233396.00,3647079.00
dig-09,Garcia (M. Francese),2025-07-21,190.00,61000000.00,177.01,17624000.00,11624000.00
dig-17,Piana Degli Albanesi,2025-07-21,609.00,25000000.00,602.50,10130081.01,8130081.01
dig-12,Leone,2025-07-21,828.00,4150000.00,826.12,3204000.00,1954000.00
dig-18,Poma,2025-07-21,195.60,72300000.00,181.19,23975000.00,15261215.00
dig-20,Prizzi,2025-07-21,638.00,9250000.00,631.88,3513478.53,2013478.53
dig-21,Ragoleto,2025-07-21,326.00,17160198.00,315.18,7776219.00,4275931.00
dig-22,Rosamarina,2025-07-21,164.00,73034250.00,145.19,21552815.00,12415781.00
dig-25,Santa Rosalia,2025-07-21,378.05,20000000.00,370.00,11917938.00,6628052.00
dig-26,Scanzano,2025-07-21,517.00,7312775.00,515.54,6044625.00,4846581.00
