cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-07,950.00,30410000.00,938.25,15243427.00,13243427.00
dig-03,Castello,2025-10-07,292.65,19493500.00,276.74,4382400.00,843902.00
dig-07,Fanaco,2025-10-07,677.50,20700000.00,656.90,2497666.00,1911349.00
dig-09,Garcia (M. Francese),2025-10-07,190.00,61000000.00,171.62,8006000.00,2006000.00
dig-17,Piana Degli Albanesi,2025-10-07,609.00,25000000.00,600.60,7209924.68,5209924.68
dig-12,Leone,2025-10-07,828.00,4150000.00,824.34,2436000.00,1186000.00
dig-18,Poma,2025-10-07,195.60,72300000.00,178.04,17570000.00,9482753.00
dig-20,Prizzi,2025-10-07,638.00,9250000.00,626.87,1355460.00,5460.00
dig-21,Ragoleto,2025-10-07,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-10-07,164.00,73034250.00,142.94,17794337.00,8888584.00
dig-25,Santa Rosalia,2025-10-07,378.05,20000000.00,367.16,9619851.00,4606795.00
dig-26,Scanzano,2025-10-07,517.00,7312775.00,513.57,4620563.00,3579939.00
