cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-08,950.00,30410000.00,938.20,15195345.17,13195345.17
dig-03,Castello,2025-10-08,292.65,19493500.00,276.72,4371200.00,832702.00
dig-07,Fanaco,2025-10-08,677.50,20700000.00,656.88,2490842.00,1904525.00
dig-09,Garcia (M. Francese),2025-10-08,190.00,61000000.00,171.62,8006000.00,2006000.00
dig-17,Piana Degli Albanesi,2025-10-08,609.00,25000000.00,600.57,7168133.00,5168133.00
dig-12,Leone,2025-10-08,828.00,4150000.00,824.29,2416000.00,1166000.00
dig-18,Poma,2025-10-08,195.60,72300000.00,178.01,17517500.00,9430253.00
dig-20,Prizzi,2025-10-08,638.00,9250000.00,626.85,1349063.67,0.00
dig-21,Ragoleto,2025-10-08,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-10-08,164.00,73034250.00,142.90,17731062.00,8825310.00
dig-25,Santa Rosalia,2025-10-08,378.05,20000000.00,367.12,9589664.00,4576608.00
dig-26,Scanzano,2025-10-08,517.00,7312775.00,513.55,4607011.00,3566387.00
