cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-08,950.00,30410000.00,948.68,26196140.00,24196140.00
dig-03,Castello,2026-02-08,292.65,19493500.00,288.59,14210700.00,10689182.00
dig-07,Fanaco,2026-02-08,677.50,20700000.00,668.00,8567883.00,7981566.00
dig-09,Garcia (M. Francese),2026-02-08,190.00,61000000.00,177.03,17672000.00,11672000.00
dig-17,Piana Degli Albanesi,2026-02-08,609.00,25000000.00,603.09,11437448.00,9437448.00
dig-12,Leone,2026-02-08,828.00,4150000.00,827.53,3913760.00,2663760.00
dig-18,Poma,2026-02-08,195.60,72300000.00,183.02,28805000.00,20784413.00
dig-20,Prizzi,2026-02-08,638.00,9250000.00,634.14,4892086.00,3542086.00
dig-21,Ragoleto,2026-02-08,326.00,17160198.00,318.57,10337193.00,6836905.00
dig-22,Rosamarina,2026-02-08,164.00,73034250.00,149.75,30413103.00,21536398.00
dig-25,Santa Rosalia,2026-02-08,378.05,20000000.00,377.77,20125315.00,15123940.00
dig-26,Scanzano,2026-02-08,517.00,7312775.00,517.26,7551585.00,6525391.00
dig-31,Gammauta,2026-02-08,500.00,2000000.00,495.91,1568969.00,67497.00
