cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-24,950.00,30410000.00,938.95,15925167.66,13925167.66
dig-03,Castello,2025-09-24,292.65,19493500.00,276.82,4427200.00,750250.00
dig-07,Fanaco,2025-09-24,677.50,20700000.00,657.36,2657379.00,2071062.00
dig-09,Garcia (M. Francese),2025-09-24,190.00,61000000.00,172.11,8643000.00,2643000.00
dig-17,Piana Degli Albanesi,2025-09-24,609.00,25000000.00,600.84,7486561.00,5486561.00
dig-12,Leone,2025-09-24,828.00,4150000.00,824.98,2692000.00,1442000.00
dig-18,Poma,2025-09-24,195.60,72300000.00,178.49,18357500.00,9823124.00
dig-20,Prizzi,2025-09-24,638.00,9250000.00,626.99,1394179.00,0.00
dig-21,Ragoleto,2025-09-24,326.00,17160198.00,310.93,5088563.00,1558275.00
dig-22,Rosamarina,2025-09-24,164.00,73034250.00,143.26,18309900.00,9217197.00
dig-25,Santa Rosalia,2025-09-24,378.05,20000000.00,367.44,9831159.00,4650603.00
dig-26,Scanzano,2025-09-24,517.00,7312775.00,513.91,4854231.00,3727098.00
