cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-19,950.00,30410000.00,948.98,26217553.00,24217553.00
dig-03,Castello,2026-02-19,292.65,19493500.00,292.68,19536400.00,15988846.00
dig-07,Fanaco,2026-02-19,677.50,20700000.00,672.46,12571853.00,11985536.00
dig-17,Piana Degli Albanesi,2026-02-19,609.00,25000000.00,605.12,15761006.00,13761006.00
dig-12,Leone,2026-02-19,828.00,4150000.00,827.52,3907840.00,2657840.00
dig-18,Poma,2026-02-19,195.60,72300000.00,187.62,41860000.00,33798238.00
dig-20,Prizzi,2026-02-19,638.00,9250000.00,637.69,7492549.00,6142549.00
dig-21,Ragoleto,2026-02-19,326.00,17160198.00,321.05,12420648.00,8920360.00
dig-22,Rosamarina,2026-02-19,164.00,73034250.00,155.68,45249057.00,36355590.00
dig-25,Santa Rosalia,2026-02-19,378.05,20000000.00,378.60,21202501.00,16159486.00
dig-26,Scanzano,2026-02-19,517.00,7312775.00,519.35,9696694.00,8659596.00
dig-31,Gammauta,2026-02-19,500.00,2000000.00,498.40,1824372.00,322900.00
