cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-03,950.0,30410000.0,938.46,15446175.37,13446175.37
dig-03,Castello,2025-10-03,292.65,19493500.0,276.78,4404800.0,776308.0
dig-07,Fanaco,2025-10-03,677.5,20700000.0,657.06,2552618.0,1966301.0
dig-09,Garcia (M. Francese),2025-10-03,190.0,61000000.0,171.87,8331000.0,2331000.0
dig-17,Piana Degli Albanesi,2025-10-03,609.0,25000000.0,600.7,7320971.0,5320971.0
dig-12,Leone,2025-10-03,828.0,4150000.0,824.57,2528000.0,1278000.0
dig-18,Poma,2025-10-03,195.6,72300000.0,178.2,17850000.0,9501011.0
dig-20,Prizzi,2025-10-03,638.0,9250000.0,626.92,1371522.0,0.0
dig-21,Ragoleto,2025-10-03,326.0,17160198.0,310.61,4915462.0,1415174.0
dig-22,Rosamarina,2025-10-03,164.0,73034250.0,143.07,18000652.0,8982616.0
dig-25,Santa Rosalia,2025-10-03,378.05,20000000.0,367.26,9695318.0,4584762.0
dig-26,Scanzano,2025-10-03,517.0,7312775.0,513.68,4695400.0,3595131.0
