cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-06,950.00,30410000.00,946.54,23904876.27,21904876.27
dig-03,Castello,2025-07-06,292.65,19493500.00,281.65,7703500.00,4143379.75
dig-07,Fanaco,2025-07-06,677.50,20700000.00,661.84,4614439.00,4028122.00
dig-09,Garcia (M. Francese),2025-07-06,190.00,61000000.00,177.48,18752000.00,12752000.00
dig-17,Piana Degli Albanesi,2025-07-06,609.00,25000000.00,602.48,10629762.80,8629762.80
dig-12,Leone,2025-07-06,828.00,4150000.00,826.24,3258000.00,2008000.00
dig-18,Poma,2025-07-06,195.60,72300000.00,181.75,25375000.00,17196553.86
dig-20,Prizzi,2025-07-06,638.00,9250000.00,632.36,3784346.25,2284346.25
dig-21,Ragoleto,2025-07-06,326.00,17160198.00,316.11,8445304.00,4944016.00
dig-22,Rosamarina,2025-07-06,164.00,73034250.00,145.64,22349537.63,13414035.38
dig-25,Santa Rosalia,2025-07-06,378.05,20000000.00,370.53,12385074.30,7327185.80
dig-26,Scanzano,2025-07-06,517.00,7312775.00,515.90,6324447.54,5259379.83
