cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-18,950.00,30410000.00,947.99,25457368.07,23457368.07
dig-03,Castello,2025-05-18,292.65,19493500.00,283.94,9651200.00,6067206.00
dig-07,Fanaco,2025-05-18,677.50,20700000.00,663.20,5355880.00,4769563.00
dig-09,Garcia (M. Francese),2025-05-18,190.00,61000000.00,178.10,20260000.00,14260000.00
dig-17,Piana Degli Albanesi,2025-05-18,609.00,25000000.00,603.35,11800753.35,9800753.35
dig-12,Leone,2025-05-18,828.00,4150000.00,826.46,3357000.00,2107000.00
dig-18,Poma,2025-05-18,195.60,72300000.00,183.14,29135000.00,20898613.00
dig-20,Prizzi,2025-05-18,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-05-18,326.00,17160198.00,317.23,9284850.00,5784562.00
dig-22,Rosamarina,2025-05-18,164.00,73034250.00,146.45,23825727.00,14846388.00
dig-25,Santa Rosalia,2025-05-18,378.05,20000000.00,371.51,13277557.00,8222001.00
dig-26,Scanzano,2025-05-18,517.00,7312775.00,516.91,7231171.00,6174752.00
