cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2023-08-20,950.00,30410000.00,941.03,18035672.97,16035672.97
dig-03,Castello,2023-08-20,292.65,19493500.00,277.76,4981600.00,1315610.00
dig-07,Fanaco,2023-08-20,677.50,20700000.00,658.92,3284827.00,2698510.00
dig-09,Garcia (M. Francese),2023-08-20,190.00,61000000.00,175.05,13115000.00,7115000.00
dig-17,Piana Degli Albanesi,2023-08-20,609.00,25000000.00,601.68,8713561.13,6713561.13
dig-12,Leone,2023-08-20,828.00,4150000.00,825.97,3136500.00,1886500.00
dig-18,Poma,2023-08-20,195.60,72300000.00,179.83,20702500.00,12212930.00
dig-20,Prizzi,2023-08-20,638.00,9250000.00,628.99,2128617.20,628617.20
dig-21,Ragoleto,2023-08-20,326.00,17160198.00,313.24,6470151.00,2969863.00
dig-22,Rosamarina,2023-08-20,164.00,73034250.00,144.39,20174044.00,11085869.00
dig-25,Santa Rosalia,2023-08-20,378.05,20000000.00,368.73,10848228.00,5680172.00
dig-26,Scanzano,2023-08-20,517.00,7312775.00,514.81,5495557.00,4378711.00
