cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-18,950.00,30410000.00,948.24,25725039.10,23725039.10
dig-03,Castello,2025-03-18,292.65,19493500.00,283.75,9484000.00,5923890.25
dig-07,Fanaco,2025-03-18,677.50,20700000.00,660.82,4107185.00,3520868.00
dig-09,Garcia (M. Francese),2025-03-18,190.00,61000000.00,177.28,18272000.00,12272000.00
dig-17,Piana Degli Albanesi,2025-03-18,609.00,25000000.00,602.23,9360815.02,7360815.02
dig-12,Leone,2025-03-18,828.00,4150000.00,826.66,3447000.00,2197000.00
dig-18,Poma,2025-03-18,195.60,72300000.00,182.14,26385000.00,18228081.57
dig-20,Prizzi,2025-03-18,638.00,9250000.00,632.15,3664381.60,2164381.60
dig-21,Ragoleto,2025-03-18,326.00,17160198.00,316.20,8511320.00,5011032.00
dig-22,Rosamarina,2025-03-18,164.00,73034250.00,143.78,19156467.01,10214096.97
dig-25,Santa Rosalia,2025-03-18,378.05,21080000.00,370.64,12484009.40,7439703.40
dig-26,Scanzano,2025-03-18,517.00,7312775.00,516.17,6580097.42,5540341.97
