cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-04,950.00,30410000.00,947.68,25125456.03,23125456.03
dig-03,Castello,2025-05-04,292.65,19493500.00,284.01,9712800.00,6166553.00
dig-07,Fanaco,2025-05-04,677.50,20700000.00,663.09,5293521.00,4707204.00
dig-09,Garcia (M. Francese),2025-05-04,190.00,61000000.00,177.79,19496000.00,13496000.00
dig-17,Piana Degli Albanesi,2025-05-04,609.00,25000000.00,603.39,11517291.15,9517291.15
dig-12,Leone,2025-05-04,828.00,4150000.00,826.50,3375000.00,2125000.00
dig-18,Poma,2025-05-04,195.60,72300000.00,183.30,29575000.00,21456807.00
dig-20,Prizzi,2025-05-04,638.00,9250000.00,633.29,4342869.94,2842869.94
dig-21,Ragoleto,2025-05-04,326.00,17160198.00,317.16,9230728.00,5730440.00
dig-22,Rosamarina,2025-05-04,164.00,73034250.00,145.93,22870710.00,13946878.00
dig-25,Santa Rosalia,2025-05-04,378.05,21080000.00,371.65,13409916.00,8391860.00
dig-26,Scanzano,2025-05-04,517.00,7312775.00,516.82,7150101.00,6111520.00
