cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-09,950.00,30410000.00,948.66,26174726.00,24174726.00
dig-03,Castello,2026-02-09,292.65,19493500.00,288.84,14493200.00,10958664.00
dig-07,Fanaco,2026-02-09,677.50,20700000.00,668.00,8567883.00,7981566.00
dig-09,Garcia (M. Francese),2026-02-09,190.00,61000000.00,177.17,18008000.00,12008000.00
dig-17,Piana Degli Albanesi,2026-02-09,609.00,25000000.00,603.17,11594381.97,9594381.97
dig-12,Leone,2026-02-09,828.00,4150000.00,827.53,3913760.00,2663760.00
dig-18,Poma,2026-02-09,195.60,72300000.00,183.14,29135000.00,21093826.00
dig-20,Prizzi,2026-02-09,638.00,9250000.00,634.41,5074075.00,3724075.00
dig-21,Ragoleto,2026-02-09,326.00,17160198.00,319.20,10848448.00,7348160.00
dig-22,Rosamarina,2026-02-09,164.00,73034250.00,149.93,30801648.00,21916561.00
dig-25,Santa Rosalia,2026-02-09,378.05,20000000.00,378.02,20439749.00,15417554.00
dig-26,Scanzano,2026-02-09,517.00,7312775.00,517.40,7682098.00,6650452.00
dig-31,Gammauta,2026-02-09,500.00,2000000.00,497.15,1676040.00,174568.00
