cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-17,950.00,30410000.00,945.98,23305293.23,21305293.23
dig-03,Castello,2025-07-17,292.65,19493500.00,280.52,6799600.00,3136239.00
dig-07,Fanaco,2025-07-17,677.50,20700000.00,661.31,4346768.00,3760451.00
dig-09,Garcia (M. Francese),2025-07-17,190.00,61000000.00,177.01,17624000.00,11624000.00
dig-17,Piana Degli Albanesi,2025-07-17,609.00,25000000.00,602.55,10215675.39,8215675.39
dig-12,Leone,2025-07-17,828.00,4150000.00,826.16,3222000.00,1972000.00
dig-18,Poma,2025-07-17,195.60,72300000.00,181.33,24325000.00,15789662.00
dig-20,Prizzi,2025-07-17,638.00,9250000.00,631.95,3552245.99,2052245.99
dig-21,Ragoleto,2025-07-17,326.00,17160198.00,315.39,7926337.00,4426049.00
dig-22,Rosamarina,2025-07-17,164.00,73034250.00,145.31,21763824.00,12693968.00
dig-25,Santa Rosalia,2025-07-17,378.05,20000000.00,370.17,12067590.00,6855037.00
dig-26,Scanzano,2025-07-17,517.00,7312775.00,515.63,6113910.00,4960191.00
