cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-08,950.00,30410000.00,947.63,25071921.83,23071921.83
dig-03,Castello,2025-06-08,292.65,19493500.00,283.77,9501600.00,5940748.75
dig-07,Fanaco,2025-06-08,677.50,20700000.00,662.96,5220384.00,4634067.00
dig-09,Garcia (M. Francese),2025-06-08,190.00,61000000.00,177.91,19784000.00,13784000.00
dig-17,Piana Degli Albanesi,2025-06-08,609.00,25000000.00,603.11,11363334.42,9363334.42
dig-12,Leone,2025-06-08,828.00,4150000.00,826.33,3298500.00,2048500.00
dig-18,Poma,2025-06-08,195.60,72300000.00,182.79,28172500.00,20021026.75
dig-20,Prizzi,2025-06-08,638.00,9250000.00,632.98,4151777.98,2651777.98
dig-21,Ragoleto,2025-06-08,326.00,17160198.00,317.14,9215265.00,5714977.00
dig-22,Rosamarina,2025-06-08,164.00,73034250.00,146.28,23511098.82,14566480.99
dig-25,Santa Rosalia,2025-06-08,378.05,20000000.00,371.34,13120805.08,8076599.00
dig-26,Scanzano,2025-06-08,517.00,7312775.00,516.62,6971835.36,5921952.35
