cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-24,950.00,30410000.00,948.21,25692918.55,23692918.55
dig-03,Castello,2026-02-24,292.65,19493500.00,292.63,19464900.00,15904328.00
dig-07,Fanaco,2026-02-24,677.50,20700000.00,673.21,13360547.00,12774230.00
dig-17,Piana Degli Albanesi,2026-02-24,609.00,25000000.00,605.51,16079681.00,14079681.00
dig-12,Leone,2026-02-24,828.00,4150000.00,827.50,3896000.00,2646000.00
dig-18,Poma,2026-02-24,195.60,72300000.00,188.32,43992000.00,35909651.00
dig-20,Prizzi,2026-02-24,638.00,9250000.00,638.09,7727518.60,6377518.60
dig-21,Ragoleto,2026-02-24,326.00,17160198.00,321.44,12767645.00,9267357.00
dig-22,Rosamarina,2026-02-24,164.00,73034250.00,156.60,47906286.00,39004437.00
dig-25,Santa Rosalia,2026-02-24,378.05,20000000.00,378.58,21178001.00,16114166.00
dig-26,Scanzano,2026-02-24,517.00,7312775.00,518.62,8890901.00,7848352.00
dig-31,Gammauta,2026-02-24,500.00,2000000.00,499.64,1981822.72,480350.72
