cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-09,950.00,30410000.00,946.41,23756687.35,21756687.35
dig-03,Castello,2025-07-09,292.65,19493500.00,281.53,7603900.00,3992160.00
dig-07,Fanaco,2025-07-09,677.50,20700000.00,661.68,4532645.00,3946328.00
dig-09,Garcia (M. Francese),2025-07-09,190.00,61000000.00,177.25,18200000.00,12200000.00
dig-17,Piana Degli Albanesi,2025-07-09,609.00,25000000.00,602.63,10531098.05,8531098.05
dig-12,Leone,2025-07-09,828.00,4150000.00,826.22,3249000.00,1999000.00
dig-18,Poma,2025-07-09,195.60,72300000.00,181.73,25325000.00,16968108.00
dig-20,Prizzi,2025-07-09,638.00,9250000.00,632.19,3687056.12,2187056.12
dig-21,Ragoleto,2025-07-09,326.00,17160198.00,315.92,8340950.00,4840662.00
dig-22,Rosamarina,2025-07-09,164.00,73034250.00,145.63,22331673.00,13328994.00
dig-25,Santa Rosalia,2025-07-09,378.05,20000000.00,370.50,12358092.00,7222871.00
dig-26,Scanzano,2025-07-09,517.00,7312775.00,515.88,6308662.00,5199268.00
