cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-14,950.00,30410000.00,947.41,24836371.35,22836371.35
dig-03,Castello,2025-06-14,292.65,19493500.00,283.62,9369600.00,5756397.50
dig-07,Fanaco,2025-06-14,677.50,20700000.00,662.80,5131123.00,4544806.00
dig-09,Garcia (M. Francese),2025-06-14,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-06-14,609.00,25000000.00,602.92,11191777.17,9191777.17
dig-12,Leone,2025-06-14,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-14,195.60,72300000.00,182.49,27347500.00,19044553.50
dig-20,Prizzi,2025-06-14,638.00,9250000.00,632.91,4109320.32,2609320.32
dig-21,Ragoleto,2025-06-14,326.00,17160198.00,317.00,9107028.00,5606740.00
dig-22,Rosamarina,2025-06-14,164.00,73034250.00,146.12,23217505.10,14196594.45
dig-25,Santa Rosalia,2025-06-14,378.05,20000000.00,371.03,12835415.36,7727559.36
dig-26,Scanzano,2025-06-14,517.00,7312775.00,516.38,6761296.00,5682271.98
