cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-07,950.00,30410000.00,946.45,23808514.71,21808514.71
dig-03,Castello,2025-07-07,292.65,19493500.00,281.53,7603900.00,3992160.00
dig-07,Fanaco,2025-07-07,677.50,20700000.00,661.78,4583654.00,3997337.00
dig-09,Garcia (M. Francese),2025-07-07,190.00,61000000.00,177.48,18752000.00,12752000.00
dig-17,Piana Degli Albanesi,2025-07-07,609.00,25000000.00,602.55,10657020.39,8657020.39
dig-12,Leone,2025-07-07,828.00,4150000.00,826.23,3253500.00,2003500.00
dig-18,Poma,2025-07-07,195.60,72300000.00,181.73,25325000.00,16968108.00
dig-20,Prizzi,2025-07-07,638.00,9250000.00,632.28,3738372.55,2238372.55
dig-21,Ragoleto,2025-07-07,326.00,17160198.00,315.92,8340950.00,4840662.00
dig-22,Rosamarina,2025-07-07,164.00,73034250.00,145.63,22331673.00,13328994.00
dig-25,Santa Rosalia,2025-07-07,378.05,20000000.00,370.50,12358092.00,7222871.00
dig-26,Scanzano,2025-07-07,517.00,7312775.00,515.88,6308662.00,5199268.00
