cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-06,950.00,30410000.00,949.39,26956325.67,24956325.67
dig-03,Castello,2025-04-06,292.65,19493500.00,283.94,9651200.00,6119017.25
dig-07,Fanaco,2025-04-06,677.50,20700000.00,662.12,4761029.00,4174712.00
dig-09,Garcia (M. Francese),2025-04-06,190.00,61000000.00,177.86,19664000.00,13664000.00
dig-17,Piana Degli Albanesi,2025-04-06,609.00,25000000.00,603.40,11536750.50,9536750.50
dig-12,Leone,2025-04-06,828.00,4150000.00,826.95,3577500.00,2327500.00
dig-18,Poma,2025-04-06,195.60,72300000.00,183.44,29960000.00,21866277.25
dig-20,Prizzi,2025-04-06,638.00,9250000.00,633.02,4176149.17,2676149.17
dig-21,Ragoleto,2025-04-06,326.00,17160198.00,316.72,8898525.00,5398237.00
dig-22,Rosamarina,2025-04-06,164.00,73034250.00,145.63,22331673.15,13432492.12
dig-25,Santa Rosalia,2025-04-06,378.05,21080000.00,371.38,13157629.56,8147860.31
dig-26,Scanzano,2025-04-06,517.00,7312775.00,517.41,7691472.59,6660655.76
