cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-03,950.00,30410000.00,949.42,26988446.19,24988446.19
dig-03,Castello,2025-04-03,292.65,19493500.00,283.89,9607200.00,6075017.25
dig-07,Fanaco,2025-04-03,677.50,20700000.00,661.87,4629885.00,4043568.00
dig-09,Garcia (M. Francese),2025-04-03,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-04-03,609.00,25000000.00,603.26,11266500.35,9266500.35
dig-12,Leone,2025-04-03,828.00,4150000.00,826.83,3591000.00,2341000.00
dig-18,Poma,2025-04-03,195.60,72300000.00,183.25,29437500.00,21343777.25
dig-20,Prizzi,2025-04-03,638.00,9250000.00,632.96,4139622.42,2639622.42
dig-21,Ragoleto,2025-04-03,326.00,17160198.00,316.72,8898525.00,5398237.00
dig-22,Rosamarina,2025-04-03,164.00,73034250.00,145.42,21958178.15,13058997.12
dig-25,Santa Rosalia,2025-04-03,378.05,21080000.00,371.26,13047156.12,8037386.87
dig-26,Scanzano,2025-04-03,517.00,7312775.00,517.43,7710243.67,6679426.84
