cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-07,950.00,30410000.00,947.68,25125456.00,23125456.00
dig-03,Castello,2025-06-07,292.65,19493500.00,283.77,9501600.00,5940748.75
dig-07,Fanaco,2025-06-07,677.50,20700000.00,663.00,5254071.00,4667754.00
dig-09,Garcia (M. Francese),2025-06-07,190.00,61000000.00,177.93,19832000.00,13832000.00
dig-17,Piana Degli Albanesi,2025-06-07,609.00,25000000.00,603.06,11432902.17,9432902.17
dig-12,Leone,2025-06-07,828.00,4150000.00,826.35,3307500.00,2057500.00
dig-18,Poma,2025-06-07,195.60,72300000.00,182.79,28172500.00,20021026.75
dig-20,Prizzi,2025-06-07,638.00,9250000.00,633.01,4170048.80,2670048.80
dig-21,Ragoleto,2025-06-07,326.00,17160198.00,317.14,9215265.00,5714977.00
dig-22,Rosamarina,2025-06-07,164.00,73034250.00,146.28,23511098.82,14566480.99
dig-25,Santa Rosalia,2025-06-07,378.05,20000000.00,371.34,13120805.08,8076599.00
dig-26,Scanzano,2025-06-07,517.00,7312775.00,516.62,6971835.36,5921952.35
