cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-27,950.00,30410000.00,945.45,22737830.70,20737830.70
dig-03,Castello,2025-07-27,292.65,19493500.00,279.67,6216100.00,2449498.75
dig-07,Fanaco,2025-07-27,677.50,20700000.00,660.73,4063974.00,3477657.00
dig-09,Garcia (M. Francese),2025-07-27,190.00,61000000.00,176.74,17002000.00,11002000.00
dig-17,Piana Degli Albanesi,2025-07-27,609.00,25000000.00,602.06,9791839.78,7791839.78
dig-12,Leone,2025-07-27,828.00,4150000.00,826.08,3186000.00,1936000.00
dig-18,Poma,2025-07-27,195.60,72300000.00,180.84,23100000.00,14207769.31
dig-20,Prizzi,2025-07-27,638.00,9250000.00,631.82,3480449.45,1980449.45
dig-21,Ragoleto,2025-07-27,326.00,17160198.00,314.99,7627023.00,4126735.00
dig-22,Rosamarina,2025-07-27,164.00,73034250.00,145.03,21273212.11,12069000.86
dig-25,Santa Rosalia,2025-07-27,378.05,20000000.00,369.77,11720162.84,6352944.34
dig-26,Scanzano,2025-07-27,517.00,7312775.00,515.34,5891194.40,4648823.86
