cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-02-04,950.00,30410000.00,942.96,20074061.22,18074061.22
dig-03,Castello,2025-02-04,292.65,19493500.00,279.47,6090100.00,2571809.00
dig-07,Fanaco,2025-02-04,677.50,20700000.00,655.88,2152352.00,1566035.00
dig-09,Garcia (M. Francese),2025-02-04,190.00,61000000.00,174.80,12700000.00,6700000.00
dig-17,Piana Degli Albanesi,2025-02-04,609.00,25000000.00,600.96,7323342.81,5323342.81
dig-12,Leone,2025-02-04,828.00,4150000.00,824.39,2456000.00,1206000.00
dig-18,Poma,2025-02-04,195.60,72300000.00,179.57,20247500.00,12226913.00
dig-20,Prizzi,2025-02-04,638.00,9250000.00,629.84,2494560.29,994560.29
dig-21,Ragoleto,2025-02-04,326.00,17160198.00,311.69,5524025.00,2023740.00
dig-22,Rosamarina,2025-02-04,164.00,73034250.00,140.74,14462346.45,5585640.54
dig-25,Santa Rosalia,2025-02-04,378.05,21080000.00,364.69,7856348.00,2863876.00
dig-26,Scanzano,2025-02-04,517.00,7312775.00,515.24,5815279.00,4792494.00
dig-14,Ogliastro (Don Sturzo),2025-02-04,,,,,
