cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-16,950.00,30410000.00,937.74,14758144.98,12758144.98
dig-03,Castello,2025-10-16,292.65,19493500.00,276.83,4432800.00,864304.00
dig-07,Fanaco,2025-10-16,677.50,20700000.00,656.80,2463645.00,1877328.00
dig-09,Garcia (M. Francese),2025-10-16,190.00,61000000.00,171.31,7603000.00,1603000.00
dig-17,Piana Degli Albanesi,2025-10-16,609.00,25000000.00,600.43,6993710.00,4993710.00
dig-12,Leone,2025-10-16,828.00,4150000.00,823.94,2276000.00,1026000.00
dig-18,Poma,2025-10-16,195.60,72300000.00,177.77,17097500.00,8923006.00
dig-20,Prizzi,2025-10-16,638.00,9250000.00,626.87,1355460.47,5460.47
dig-21,Ragoleto,2025-10-16,326.00,17160198.00,310.39,4796454.00,1296166.00
dig-22,Rosamarina,2025-10-16,164.00,73034250.00,142.69,17399210.00,8456030.00
dig-25,Santa Rosalia,2025-10-16,378.05,20000000.00,366.97,9476964.00,4431408.00
dig-26,Scanzano,2025-10-16,517.00,7312775.00,513.38,4492497.00,3431991.00
