cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-26,950.00,30410000.00,934.64,12027615.40,10027615.40
dig-03,Castello,2025-12-26,292.65,19493500.00,279.46,6083800.00,2532995.00
dig-07,Fanaco,2025-12-26,677.50,20700000.00,657.05,2549165.00,1962848.00
dig-09,Garcia (M. Francese),2025-12-26,190.00,61000000.00,170.06,6060000.00,60000.00
dig-17,Piana Degli Albanesi,2025-12-26,609.00,25000000.00,599.34,5787501.13,3787501.13
dig-12,Leone,2025-12-26,828.00,4150000.00,823.41,2064000.00,814000.00
dig-18,Poma,2025-12-26,195.60,72300000.00,176.49,14857500.00,6603888.00
dig-20,Prizzi,2025-12-26,638.00,9250000.00,627.08,1423597.50,73597.50
dig-21,Ragoleto,2025-12-26,326.00,17160198.00,310.51,4861367.00,1361079.00
dig-22,Rosamarina,2025-12-26,164.00,73034250.00,140.93,14735745.00,5749897.00
dig-25,Santa Rosalia,2025-12-26,378.05,20000000.00,366.32,9000115.00,3960135.00
dig-26,Scanzano,2025-12-26,517.00,7312775.00,511.44,3286247.00,2246769.00
dig-31,Gammauta,2025-12-26,500.00,2000000.00,497.93,1766368.56,264896.56
