cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-16,950.00,30410000.00,947.67,25114749.19,23114749.19
dig-03,Castello,2025-05-16,292.65,19493500.00,283.93,9642400.00,6058406.00
dig-07,Fanaco,2025-05-16,677.50,20700000.00,663.18,5344479.00,4758162.00
dig-09,Garcia (M. Francese),2025-05-16,190.00,61000000.00,178.10,20260000.00,14260000.00
dig-17,Piana Degli Albanesi,2025-05-16,609.00,25000000.00,603.36,11459070.51,9459070.51
dig-12,Leone,2025-05-16,828.00,4150000.00,826.47,3361500.00,2111500.00
dig-18,Poma,2025-05-16,195.60,72300000.00,183.15,29162500.00,20926113.00
dig-20,Prizzi,2025-05-16,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-05-16,326.00,17160198.00,317.23,9284850.00,5784562.00
dig-22,Rosamarina,2025-05-16,164.00,73034250.00,146.31,23566416.00,14587077.00
dig-25,Santa Rosalia,2025-05-16,378.05,21080000.00,371.52,13287011.00,8231455.00
dig-26,Scanzano,2025-05-16,517.00,7312775.00,516.92,7240212.00,6183792.00
