cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-02,950.00,30410000.00,940.45,17435625.90,15435625.90
dig-03,Castello,2025-09-02,292.65,19493500.00,277.35,4731500.00,1180887.40
dig-07,Fanaco,2025-09-02,677.50,20700000.00,657.98,2882756.00,2296439.00
dig-09,Garcia (M. Francese),2025-09-02,190.00,61000000.00,174.41,12115000.00,6115000.00
dig-17,Piana Degli Albanesi,2025-09-02,609.00,25000000.00,601.35,8150049.04,6150049.04
dig-12,Leone,2025-09-02,828.00,4150000.00,825.92,3114000.00,1864000.00
dig-18,Poma,2025-09-02,195.60,72300000.00,179.29,19757500.00,11623906.00
dig-20,Prizzi,2025-09-02,638.00,9250000.00,627.27,1486727.05,0.00
dig-21,Ragoleto,2025-09-02,326.00,17160198.00,312.46,5984045.00,2483757.00
dig-22,Rosamarina,2025-09-02,164.00,73034250.00,143.96,19453414.05,10528994.49
dig-25,Santa Rosalia,2025-09-02,378.05,20000000.00,368.22,10439559.76,5409003.76
dig-26,Scanzano,2025-09-02,517.00,7312775.00,514.52,5285144.41,4237804.72
