cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-18,950.00,30410000.00,934.61,12002991.22,10002991.22
dig-03,Castello,2025-12-18,292.65,19493500.00,278.41,5390700.00,1850471.00
dig-07,Fanaco,2025-12-18,677.50,20700000.00,656.24,2278055.00,1691738.00
dig-09,Garcia (M. Francese),2025-12-18,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2025-12-18,609.00,25000000.00,599.42,5851532.60,3851532.60
dig-12,Leone,2025-12-18,828.00,4150000.00,821.89,1567000.00,317000.00
dig-18,Poma,2025-12-18,195.60,72300000.00,176.59,15032500.00,6842291.00
dig-20,Prizzi,2025-12-18,638.00,9250000.00,626.87,1355460.47,5460.47
dig-21,Ragoleto,2025-12-18,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-12-18,164.00,73034250.00,141.04,14894915.00,5938447.00
dig-25,Santa Rosalia,2025-12-18,378.05,20000000.00,366.23,8935112.00,3909988.00
dig-26,Scanzano,2025-12-18,517.00,7312775.00,511.63,3395841.00,2361047.00
dig-31,Gammauta,2025-12-18,500.00,2000000.00,497.92,1765156.60,263684.60
