cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-27,950.00,30410000.00,947.99,25457368.07,23457368.07
dig-03,Castello,2025-05-27,292.65,19493500.00,283.89,9607200.00,5947712.00
dig-07,Fanaco,2025-05-27,677.50,20700000.00,663.15,5327464.00,4741147.00
dig-09,Garcia (M. Francese),2025-05-27,190.00,61000000.00,178.09,20234000.00,14234000.00
dig-17,Piana Degli Albanesi,2025-05-27,609.00,25000000.00,603.32,11681230.30,9681230.30
dig-12,Leone,2025-05-27,828.00,4150000.00,826.40,3330000.00,2080000.00
dig-18,Poma,2025-05-27,195.60,72300000.00,183.00,28750000.00,20277226.00
dig-20,Prizzi,2025-05-27,638.00,9250000.00,633.08,4212864.70,2712864.70
dig-21,Ragoleto,2025-05-27,326.00,17160198.00,317.24,9292582.00,5792294.00
dig-22,Rosamarina,2025-05-27,164.00,73034250.00,146.40,23732912.00,14642559.00
dig-25,Santa Rosalia,2025-05-27,378.05,20000000.00,371.39,13166836.00,8036280.00
dig-26,Scanzano,2025-05-27,517.00,7312775.00,516.76,7096351.00,6004254.00
