cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-17,950.00,30410000.00,941.68,18716335.90,16716335.90
dig-03,Castello,2025-08-17,292.65,19493500.00,278.11,5195100.00,1581607.00
dig-07,Fanaco,2025-08-17,677.50,20700000.00,659.26,3398817.00,2812500.00
dig-09,Garcia (M. Francese),2025-08-17,190.00,61000000.00,175.19,13437000.00,7437000.00
dig-17,Piana Degli Albanesi,2025-08-17,609.00,25000000.00,601.77,8857955.45,6857955.45
dig-12,Leone,2025-08-17,828.00,4150000.00,825.97,3136500.00,1886500.00
dig-18,Poma,2025-08-17,195.60,72300000.00,179.94,20895000.00,12568620.00
dig-20,Prizzi,2025-08-17,638.00,9250000.00,629.41,2305226.50,805226.50
dig-21,Ragoleto,2025-08-17,326.00,17160198.00,313.56,6677857.00,3177569.00
dig-22,Rosamarina,2025-08-17,164.00,73034250.00,144.48,20325955.00,11311063.00
dig-25,Santa Rosalia,2025-08-17,378.05,20000000.00,368.85,10946197.00,5840641.00
dig-26,Scanzano,2025-08-17,517.00,7312775.00,514.89,5554215.00,4469403.00
