cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-21,950.00,30410000.00,948.27,25757159.60,23757159.60
dig-03,Castello,2026-02-21,292.65,19493500.00,292.75,19636500.00,16088946.00
dig-07,Fanaco,2026-02-21,677.50,20700000.00,672.58,12935448.00,12349131.00
dig-17,Piana Degli Albanesi,2026-02-21,609.00,25000000.00,605.34,16239879.80,14239879.80
dig-12,Leone,2026-02-21,828.00,4150000.00,827.58,3943360.00,2693360.00
dig-18,Poma,2026-02-21,195.60,72300000.00,187.98,42940000.00,34878238.00
dig-20,Prizzi,2026-02-21,638.00,9250000.00,638.11,7727518.60,6377518.60
dig-21,Ragoleto,2026-02-21,326.00,17160198.00,321.13,12491827.00,8991529.00
dig-22,Rosamarina,2026-02-21,164.00,73034250.00,156.14,46567319.00,37673852.00
dig-25,Santa Rosalia,2026-02-21,378.05,20000000.00,378.60,21202501.00,16159486.00
dig-26,Scanzano,2026-02-21,517.00,7312775.00,519.08,9393860.00,8356763.00
dig-31,Gammauta,2026-02-21,500.00,2000000.00,498.50,1843316.94,341844.94
