cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-05,950.00,30410000.00,948.61,26121192.15,24121192.15
dig-03,Castello,2025-03-05,292.65,19493500.00,283.41,9184800.00,5659096.75
dig-07,Fanaco,2025-03-05,677.50,20700000.00,659.74,3606686.00,3020369.00
dig-09,Garcia (M. Francese),2025-03-05,190.00,61000000.00,177.22,18128000.00,12128000.00
dig-17,Piana Degli Albanesi,2025-03-05,609.00,25000000.00,601.94,8848671.25,6848671.25
dig-12,Leone,2025-03-05,828.00,4150000.00,826.66,3447500.00,2197500.00
dig-18,Poma,2025-03-05,195.60,72300000.00,182.11,26302500.00,18250193.86
dig-20,Prizzi,2025-03-05,638.00,9250000.00,631.86,3502447.99,2002447.99
dig-21,Ragoleto,2025-03-05,326.00,17160198.00,315.62,8090152.00,4589864.00
dig-22,Rosamarina,2025-03-05,164.00,73034250.00,143.51,18714754.15,9821747.47
dig-25,Santa Rosalia,2025-03-05,378.05,21080000.00,369.97,11892141.24,6890335.24
dig-26,Scanzano,2025-03-05,517.00,7312775.00,516.25,6648785.60,5621705.78
