cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-23,950.00,30410000.00,947.78,25232524.00,23232524.00
dig-03,Castello,2025-04-23,292.65,19493500.00,284.00,9704000.00,6100769.00
dig-07,Fanaco,2025-04-23,677.50,20700000.00,662.90,5186814.00,4600497.00
dig-09,Garcia (M. Francese),2025-04-23,190.00,61000000.00,177.88,19712000.00,13712000.00
dig-17,Piana Degli Albanesi,2025-04-23,609.00,25000000.00,603.42,11575745.00,9575745.00
dig-12,Leone,2025-04-23,828.00,4150000.00,826.60,3420000.00,2170000.00
dig-18,Poma,2025-04-23,195.60,72300000.00,183.41,29877500.00,21502609.00
dig-20,Prizzi,2025-04-23,638.00,9250000.00,633.26,4324155.23,2824155.23
dig-21,Ragoleto,2025-04-23,326.00,17160198.00,317.07,9161142.00,5660854.00
dig-22,Rosamarina,2025-04-23,164.00,73034250.00,145.91,22834576.00,13842827.00
dig-25,Santa Rosalia,2025-04-23,378.05,21080000.00,371.65,13409916.00,8312507.00
dig-26,Scanzano,2025-04-23,517.00,7312775.00,516.99,7303681.00,6242639.00
