cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-10,950.00,30410000.00,948.62,26131898.99,24131898.99
dig-03,Castello,2026-02-10,292.65,19493500.00,289.25,14964000.00,11429464.00
dig-07,Fanaco,2026-02-10,677.50,20700000.00,668.72,9143052.00,8556735.00
dig-09,Garcia (M. Francese),2026-02-10,190.00,61000000.00,177.61,19064000.00,13064000.00
dig-17,Piana Degli Albanesi,2026-02-10,609.00,25000000.00,603.33,11907574.00,9907574.00
dig-12,Leone,2026-02-10,828.00,4150000.00,827.56,3931520.00,2681520.00
dig-18,Poma,2026-02-10,195.60,72300000.00,183.54,30235000.00,22193826.00
dig-20,Prizzi,2026-02-10,638.00,9250000.00,634.62,5218318.26,3868318.26
dig-21,Ragoleto,2026-02-10,326.00,17160198.00,319.20,10848448.00,7348160.00
dig-22,Rosamarina,2026-02-10,164.00,73034250.00,150.36,31750411.00,22865324.00
dig-25,Santa Rosalia,2026-02-10,378.05,20000000.00,378.26,20759875.00,15737679.00
dig-26,Scanzano,2026-02-10,517.00,7312775.00,517.57,7842444.00,6810799.00
dig-31,Gammauta,2026-02-10,500.00,2000000.00,497.52,1717607.00,216135.00
