cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-30,950.00,30410000.00,943.12,20244743.00,18244743.00
dig-03,Castello,2026-01-30,292.65,19493500.00,285.55,11175500.00,7634330.00
dig-07,Fanaco,2026-01-30,677.50,20700000.00,664.45,6096956.00,5510639.00
dig-09,Garcia (M. Francese),2026-01-30,190.00,61000000.00,174.19,11785000.00,5785000.00
dig-17,Piana Degli Albanesi,2026-01-30,609.00,25000000.00,601.80,9289070.00,7289070.00
dig-12,Leone,2026-01-30,828.00,4150000.00,827.57,3937440.00,2687440.00
dig-18,Poma,2026-01-30,195.60,72300000.00,179.80,20650000.00,12562528.00
dig-20,Prizzi,2026-01-30,638.00,9250000.00,632.29,3744100.70,2394100.70
dig-21,Ragoleto,2026-01-30,326.00,17160198.00,316.95,9069789.00,5569501.00
dig-22,Rosamarina,2026-01-30,164.00,73034250.00,145.54,22171216.00,13251629.00
dig-25,Santa Rosalia,2026-01-30,378.05,20000000.00,373.97,15721152.00,10695596.00
dig-26,Scanzano,2026-01-30,517.00,7312775.00,515.53,6036946.00,5000875.00
dig-31,Gammauta,2026-01-30,500.00,2000000.00,498.98,1897402.00,395930.00
