cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-26,950.00,30410000,940.58,17569428,15569428
dig-03,Castello,2026-01-26,292.65,19493500,282.99,8823600,5282430
dig-07,Fanaco,2026-01-26,677.50,20700000,661.10,4243189,3656872
dig-09,Garcia (M. Francese),2026-01-26,190.00,61000000,171.56,7908000,1908000
dig-17,Piana Degli Albanesi,2026-01-26,609.00,25000000,600.71,7619571,5619571
dig-12,Leone,2026-01-26,828.00,4150000,826.95,3577500,2327500
dig-18,Poma,2026-01-26,195.60,72300000,177.54,16695000,8607528
dig-20,Prizzi,2026-01-26,638.00,9250000,630.23,2673802,1323802
dig-21,Ragoleto,2026-01-26,326.00,17160198,315.98,8348098,4847810
dig-22,Rosamarina,2026-01-26,164.00,73034250,142.72,17446217,8526630
dig-25,Santa Rosalia,2026-01-26,378.05,20000000,372.82,14551266,9525710
dig-26,Scanzano,2026-01-26,517.00,7312775,513.09,4300101,3264031
dig-31,Gammauta,2026-01-26,500.00,2000000,495.55,1548077,46605
