cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-20,950.00,30410000.00,948.26,25746452.75,23746452.75
dig-03,Castello,2025-03-20,292.65,19493500.00,283.76,9492800.00,5932690.25
dig-07,Fanaco,2025-03-20,677.50,20700000.00,660.92,4155485.00,3569168.00
dig-09,Garcia (M. Francese),2025-03-20,190.00,61000000.00,177.27,18248000.00,12248000.00
dig-17,Piana Degli Albanesi,2025-03-20,609.00,25000000.00,602.13,9182929.60,7182929.60
dig-12,Leone,2025-03-20,828.00,4150000.00,826.63,3433500.00,2183500.00
dig-18,Poma,2025-03-20,195.60,72300000.00,182.12,26330000.00,18173081.57
dig-20,Prizzi,2025-03-20,638.00,9250000.00,632.16,3670042.48,2170042.48
dig-21,Ragoleto,2025-03-20,326.00,17160198.00,316.22,8526213.00,5025925.00
dig-22,Rosamarina,2025-03-20,164.00,73034250.00,143.77,19140026.98,10197656.94
dig-25,Santa Rosalia,2025-03-20,378.05,21080000.00,370.68,12519985.80,7475679.80
dig-26,Scanzano,2025-03-20,517.00,7312775.00,516.15,6562985.77,5523230.31
