cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-04,950.00,30410000.00,948.58,26089071.63,24089071.63
dig-03,Castello,2025-03-04,292.65,19493500.00,283.36,9140800.00,5615096.75
dig-07,Fanaco,2025-03-04,677.50,20700000.00,659.65,3567095.00,2980778.00
dig-09,Garcia (M. Francese),2025-03-04,190.00,61000000.00,177.19,18056000.00,12056000.00
dig-17,Piana Degli Albanesi,2025-03-04,609.00,25000000.00,601.93,8831218.44,6831218.44
dig-12,Leone,2025-03-04,828.00,4150000.00,826.65,3442500.00,2192500.00
dig-18,Poma,2025-03-04,195.60,72300000.00,182.10,26275000.00,18222693.86
dig-20,Prizzi,2025-03-04,638.00,9250000.00,631.83,3485941.21,1985941.21
dig-21,Ragoleto,2025-03-04,326.00,17160198.00,3156.00,8076455.00,4576167.00
dig-22,Rosamarina,2025-03-04,164.00,73034250.00,143.50,18698481.75,9805475.07
dig-25,Santa Rosalia,2025-03-04,378.05,21080000.00,369.95,11874943.40,6873137.40
dig-26,Scanzano,2025-03-04,517.00,7312775.00,516.27,6666024.06,5638944.24
