cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-08,950.00,30410000.00,943.96,21142640.50,19142640.50
dig-03,Castello,2025-08-08,292.65,19493500.00,279.20,5920000.00,2359003.00
dig-07,Fanaco,2025-08-08,677.50,20700000.00,659.88,3668870.00,3082553.00
dig-09,Garcia (M. Francese),2025-08-08,190.00,61000000.00,175.57,14311000.00,8311000.00
dig-17,Piana Degli Albanesi,2025-08-08,609.00,25000000.00,601.99,9212560.50,7212560.50
dig-12,Leone,2025-08-08,828.00,4150000.00,826.01,3154500.00,1904500.00
dig-18,Poma,2025-08-08,195.60,72300000.00,180.28,21700000.00,13536810.00
dig-20,Prizzi,2025-08-08,638.00,9250000.00,630.83,2963922.92,1463922.92
dig-21,Ragoleto,2025-08-08,326.00,17160198.00,313.98,6950471.00,3450183.00
dig-22,Rosamarina,2025-08-08,164.00,73034250.00,144.73,20751131.00,11809523.00
dig-25,Santa Rosalia,2025-08-08,378.05,20000000.00,369.26,11286712.00,6243656.00
dig-26,Scanzano,2025-08-08,517.00,7312775.00,515.00,5636368.00,4583591.00
