cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-01,950.00,30410000.00,948.26,25746452.75,23746452.75
dig-03,Castello,2025-03-01,292.65,19493500.00,283.10,8916000.00,5368337.00
dig-07,Fanaco,2025-03-01,677.50,20700000.00,659.40,3458631.00,2872314.00
dig-09,Garcia (M. Francese),2025-03-01,190.00,61000000.00,177.17,18008000.00,12008000.00
dig-17,Piana Degli Albanesi,2025-03-01,609.00,25000000.00,601.91,8796355.96,6796355.96
dig-12,Leone,2025-03-01,828.00,4150000.00,826.61,3424500.00,2174500.00
dig-18,Poma,2025-03-01,195.60,72300000.00,182.03,26082500.00,18000151.00
dig-20,Prizzi,2025-03-01,638.00,9250000.00,631.74,3436710.03,1936710.03
dig-21,Ragoleto,2025-03-01,326.00,17160198.00,315.50,8004971.00,4504683.00
dig-22,Rosamarina,2025-03-01,164.00,73034250.00,143.35,18455170.00,9553322.00
dig-25,Santa Rosalia,2025-03-01,378.05,21080000.00,369.78,11728762.00,6700544.00
dig-26,Scanzano,2025-03-01,517.00,7312775.00,516.33,6717894.00,5688978.00
