cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-03,950.00,30410000.00,947.58,25018387.60,23018387.60
dig-03,Castello,2026-02-03,292.65,19493500.00,287.36,12896400.00,9374882.00
dig-07,Fanaco,2026-02-03,677.50,20700000.00,666.70,7596380.00,7010063.00
dig-09,Garcia (M. Francese),2026-02-03,190.00,61000000.00,176.32,16036000.00,10036000.00
dig-17,Piana Degli Albanesi,2026-02-03,609.00,25000000.00,602.74,10991869.44,8991869.44
dig-12,Leone,2026-02-03,828.00,4150000.00,827.52,3907840.00,2657840.00
dig-18,Poma,2026-02-03,195.60,72300000.00,182.37,27017500.00,18996913.00
dig-20,Prizzi,2026-02-03,638.00,9250000.00,633.28,4336626.00,2986626.00
dig-21,Ragoleto,2026-02-03,326.00,17160198.00,318.34,10152790.00,6652502.00
dig-22,Rosamarina,2026-02-03,164.00,73034250.00,148.66,28126432.00,19249727.00
dig-25,Santa Rosalia,2026-02-03,378.05,20000000.00,376.38,18422961.00,13421585.00
dig-26,Scanzano,2026-02-03,517.00,7312775.00,517.30,7588735.00,6562541.00
dig-31,Gammauta,2026-02-03,500.00,2000000.00,498.51,1838244.45,336772.45
