cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-10-18,950,30410000,937.63,14654816,12654816
dig-03,Castello,2025-10-18,292.65,19493500,276.83,4432800,864304
dig-07,Fanaco,2025-10-18,677.50,20700000,656.78,2456871,1870554
dig-09,Garcia (M. Francese),2025-10-18,190,61000000,171.26,7538000,1538000
dig-17,Piana Degli Albanesi,2025-10-18,609,25000000,600.40,6958368.13,4958368.13
dig-12,Leone,2025-10-18,828,4150000,823.88,2252000,1002000
dig-18,Poma,2025-10-18,195.60,72300000,177.73,17027500,8853006
dig-20,Prizzi,2025-10-18,638,9250000,626.86,1352260,2260
dig-21,Ragoleto,2025-10-18,326,17160198,310.40,4801864,1301576
dig-22,Rosamarina,2025-10-18,164,73034250,142.66,17352256,8409075
dig-25,Santa Rosalia,2025-10-18,378.05,20000000,366.93,9447445,4401889
dig-26,Scanzano,2025-10-18,517,7312775,513.32,4452378,3391873
