cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-09,950.00,30410000.00,949.11,26656534.15,24656534.15
dig-03,Castello,2025-04-09,292.65,19493500.00,283.90,9616000.00,6060135.00
dig-07,Fanaco,2025-04-09,677.50,20700000.00,662.33,4873712.00,4287395.00
dig-09,Garcia (M. Francese),2025-04-09,190.00,61000000.00,177.91,19784000.00,13784000.00
dig-17,Piana Degli Albanesi,2025-04-09,609.00,25000000.00,603.28,11304865.39,9304865.39
dig-12,Leone,2025-04-09,828.00,4150000.00,826.85,3532500.00,2282500.00
dig-18,Poma,2025-04-09,195.60,72300000.00,183.47,30042500.00,21855055.00
dig-20,Prizzi,2025-04-09,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-04-09,326.00,17160198.00,316.86,9002773.00,5502485.00
dig-22,Rosamarina,2025-04-09,164.00,73034250.00,145.74,22528582.00,13598545.00
dig-25,Santa Rosalia,2025-04-09,378.05,21080000.00,371.50,13268103.00,8229120.00
dig-26,Scanzano,2025-04-09,517.00,7312775.00,517.33,7616670.00,6575779.00
