cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-23,950.00,30410000.00,939.00,15974434.00,13974434.00
dig-03,Castello,2025-09-23,292.65,19493500.00,276.83,4432800.00,755850.00
dig-07,Fanaco,2025-09-23,677.50,20700000.00,657.36,2657379.00,2071062.00
dig-09,Garcia (M. Francese),2025-09-23,190.00,61000000.00,172.19,8747000.00,2747000.00
dig-17,Piana Degli Albanesi,2025-09-23,609.00,25000000.00,600.84,7483850.00,5483850.00
dig-12,Leone,2025-09-23,828.00,4150000.00,824.98,2692000.00,1442000.00
dig-18,Poma,2025-09-23,195.60,72300000.00,178.52,18410000.00,9875624.00
dig-20,Prizzi,2025-09-23,638.00,9250000.00,626.98,1390930.00,0.00
dig-21,Ragoleto,2025-09-23,326.00,17160198.00,311.06,5161003.00,1660715.00
dig-22,Rosamarina,2025-09-23,164.00,73034250.00,143.32,18406687.00,9313984.00
dig-25,Santa Rosalia,2025-09-23,378.05,20000000.00,367.50,9876439.00,4695883.00
dig-26,Scanzano,2025-09-23,517.00,7312775.00,513.97,4895905.00,3768772.00
