cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-03,950.00,30410000.00,947.70,25146869.71,23146869.71
dig-03,Castello,2025-06-03,292.65,19493500.00,283.86,9580800.00,5921312.00
dig-07,Fanaco,2025-06-03,677.50,20700000.00,663.08,5287876.00,4701559.00
dig-09,Garcia (M. Francese),2025-06-03,190.00,61000000.00,178.08,20208000.00,14208000.00
dig-17,Piana Degli Albanesi,2025-06-03,609.00,25000000.00,603.21,11561601.05,9561601.05
dig-12,Leone,2025-06-03,828.00,4150000.00,826.36,3312000.00,2062000.00
dig-18,Poma,2025-06-03,195.60,72300000.00,182.96,28640000.00,20167226.00
dig-20,Prizzi,2025-06-03,638.00,9250000.00,633.03,4182254.81,2682254.81
dig-21,Ragoleto,2025-06-03,326.00,17160198.00,317.19,9253923.00,5753635.00
dig-22,Rosamarina,2025-06-03,164.00,73034250.00,146.40,23732912.00,14642559.00
dig-25,Santa Rosalia,2025-06-03,378.05,20000000.00,371.34,13120805.00,7990249.00
dig-26,Scanzano,2025-06-03,517.00,7312775.00,516.73,7069563.00,5977466.00
