cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-21,950.00,30410000.00,934.54,11945774.73,9945774.73
dig-03,Castello,2025-12-21,292.65,19493500.00,278.55,5484500.00,1944271.00
dig-07,Fanaco,2025-12-21,677.50,20700000.00,656.31,2300680.00,1714363.00
dig-09,Garcia (M. Francese),2025-12-21,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2025-12-21,609.00,25000000.00,599.35,5774392.13,3774392.13
dig-12,Leone,2025-12-21,828.00,4150000.00,822.23,1669000.00,419000.00
dig-18,Poma,2025-12-21,195.60,72300000.00,176.53,14927500.00,6737291.00
dig-20,Prizzi,2025-12-21,638.00,9250000.00,626.89,1361873.33,11873.33
dig-21,Ragoleto,2025-12-21,326.00,17160198.00,310.45,4828911.00,1328623.00
dig-22,Rosamarina,2025-12-21,164.00,73034250.00,140.97,14793548.00,5837080.00
dig-25,Santa Rosalia,2025-12-21,378.05,20000000.00,366.22,8927889.00,3902765.00
dig-26,Scanzano,2025-12-21,517.00,7312775.00,511.54,3343985.00,2309191.00
dig-31,Gammauta,2025-12-21,500.00,2000000.00,497.51,1716446.14,214974.14
