cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-25,950.00,30410000.00,940.42,17404794.00,15404794.00
dig-03,Castello,2026-01-25,292.65,19493500.00,282.83,8689200.00,5156198.00
dig-07,Fanaco,2026-01-25,677.50,20700000.00,660.86,4126468.00,3540151.00
dig-09,Garcia (M. Francese),2026-01-25,190.00,61000000.00,171.52,7860000.00,1860000.00
dig-17,Piana Degli Albanesi,2026-01-25,609.00,25000000.00,600.70,7603121.00,5603121.00
dig-12,Leone,2026-01-25,828.00,4150000.00,826.92,3564000.00,2314000.00
dig-18,Poma,2026-01-25,195.60,72300000.00,177.51,16642500.00,8576896.00
dig-20,Prizzi,2026-01-25,638.00,9250000.00,630.13,2627211.00,1277211.00
dig-21,Ragoleto,2026-01-25,326.00,17160198.00,315.98,8348098.00,4847810.00
dig-22,Rosamarina,2026-01-25,164.00,73034250.00,142.68,17383553.00,8476782.00
dig-25,Santa Rosalia,2026-01-25,378.05,20000000.00,372.65,14378683.00,9364377.00
dig-26,Scanzano,2026-01-25,517.00,7312775.00,513.08,4293536.00,3261297.00
dig-31,Gammauta,2026-01-25,500.00,2000000.00,495.60,1550745.00,49273.00
