cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-17,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-17,292.65,19493500.00,283.54,9299200.00,5633646.00
dig-07,Fanaco,2025-06-17,677.50,20700000.00,662.68,5064721.00,4478404.00
dig-09,Garcia (M. Francese),2025-06-17,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-06-17,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-17,828.00,4150000.00,826.29,3280500.00,2030500.00
dig-18,Poma,2025-06-17,195.60,72300000.00,182.41,27127500.00,18673080.00
dig-20,Prizzi,2025-06-17,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-17,326.00,17160198.00,316.93,9054896.00,5554608.00
dig-22,Rosamarina,2025-06-17,164.00,73034250.00,146.04,23070132.00,13972928.00
dig-25,Santa Rosalia,2025-06-17,378.05,20000000.00,370.94,12753832.00,7582326.00
dig-26,Scanzano,2025-06-17,517.00,7312775.00,516.31,6700579.00,5592414.00
