cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-07,950.00,30410000.00,949.39,26956325.67,24956325.67
dig-03,Castello,2025-04-07,292.65,19493500.00,283.97,9677600.00,6121734.50
dig-07,Fanaco,2025-04-07,677.50,20700000.00,662.20,4803782.00,4217465.00
dig-09,Garcia (M. Francese),2025-04-07,190.00,61000000.00,177.86,19664000.00,13664000.00
dig-17,Piana Degli Albanesi,2025-04-07,609.00,25000000.00,603.39,11517291.15,9517291.15
dig-12,Leone,2025-04-07,828.00,4150000.00,826.92,3564000.00,2314000.00
dig-18,Poma,2025-04-07,195.60,72300000.00,183.46,30015000.00,21827554.50
dig-20,Prizzi,2025-04-07,638.00,9250000.00,633.04,4188365.86,2688365.86
dig-21,Ragoleto,2025-04-07,326.00,17160198.00,316.84,8987880.00,5487592.00
dig-22,Rosamarina,2025-04-07,164.00,73034250.00,145.64,22349537.63,13419500.58
dig-25,Santa Rosalia,2025-04-07,378.05,21080000.00,371.41,13185247.92,8146265.42
dig-26,Scanzano,2025-04-07,517.00,7312775.00,517.39,7672729.84,6631838.18
