cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-02,950.00,30410000.00,945.11,22373798.15,20373798.15
dig-03,Castello,2025-08-02,292.65,19493500.00,279.44,6071200.00,2304599.00
dig-07,Fanaco,2025-08-02,677.50,20700000.00,660.44,3926416.00,3340099.00
dig-09,Garcia (M. Francese),2025-08-02,190.00,61000000.00,176.06,15438000.00,9438000.00
dig-17,Piana Degli Albanesi,2025-08-02,609.00,25000000.00,602.08,9497859.52,7497859.52
dig-12,Leone,2025-08-02,828.00,4150000.00,826.05,3172500.00,1922500.00
dig-18,Poma,2025-08-02,195.60,72300000.00,180.65,22625000.00,13732769.00
dig-20,Prizzi,2025-08-02,638.00,9250000.00,631.68,3404145.11,1904145.11
dig-21,Ragoleto,2025-08-02,326.00,17160198.00,314.51,7312340.00,3812052.00
dig-22,Rosamarina,2025-08-02,164.00,73034250.00,144.87,20995541.00,11791330.00
dig-25,Santa Rosalia,2025-08-02,378.05,20000000.00,369.53,11513789.00,6146570.00
dig-26,Scanzano,2025-08-02,517.00,7312775.00,515.17,5762826.00,4520455.00
