cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-13,950.00,30410000.00,947.46,24889905.55,22889905.55
dig-03,Castello,2025-06-13,292.65,19493500.00,283.65,9396000.00,5782798.00
dig-07,Fanaco,2025-06-13,677.50,20700000.00,662.88,5153360.00,4567043.00
dig-09,Garcia (M. Francese),2025-06-13,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-06-13,609.00,25000000.00,602.94,11227410.12,9227410.12
dig-12,Leone,2025-06-13,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-13,195.60,72300000.00,182.53,27457500.00,19154554.00
dig-20,Prizzi,2025-06-13,638.00,9250000.00,632.92,4115370.86,2615370.86
dig-21,Ragoleto,2025-06-13,326.00,17160198.00,317.00,9107028.00,5606740.00
dig-22,Rosamarina,2025-06-13,164.00,73034250.00,146.13,23235787.00,14214877.00
dig-25,Santa Rosalia,2025-06-13,378.05,20000000.00,371.07,12872240.00,7764384.00
dig-26,Scanzano,2025-06-13,517.00,7312775.00,516.41,6787413.00,5708389.00
