cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-26,950.00,30410000.00,940.68,17672641.76,15672641.76
dig-03,Castello,2025-08-26,292.65,19493500.00,277.28,4688800.00,970314.00
dig-07,Fanaco,2025-08-26,677.50,20700000.00,658.48,3077220.00,2490903.00
dig-09,Garcia (M. Francese),2025-08-26,190.00,61000000.00,174.73,12595000.00,6595000.00
dig-17,Piana Degli Albanesi,2025-08-26,609.00,25000000.00,601.52,8462167.69,6462167.69
dig-12,Leone,2025-08-26,828.00,4150000.00,825.95,3127500.00,1877500.00
dig-18,Poma,2025-08-26,195.60,72300000.00,179.56,20230000.00,11577240.00
dig-20,Prizzi,2025-08-26,638.00,9250000.00,628.01,1746362.75,246362.75
dig-21,Ragoleto,2025-08-26,326.00,17160198.00,312.90,6253200.00,2752912.00
dig-22,Rosamarina,2025-08-26,164.00,73034250.00,144.21,19871869.00,10710409.00
dig-25,Santa Rosalia,2025-08-26,378.05,20000000.00,368.48,10644676.00,5414120.00
dig-26,Scanzano,2025-08-26,517.00,7312775.00,514.69,5408080.00,4259200.00
