cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-05,950.00,30410000.00,949.41,26977739.35,24977739.35
dig-03,Castello,2025-04-05,292.65,19493500.00,283.91,9624800.00,6092617.25
dig-07,Fanaco,2025-04-05,677.50,20700000.00,662.16,4782377.00,4196060.00
dig-09,Garcia (M. Francese),2025-04-05,190.00,61000000.00,177.86,19664000.00,13664000.00
dig-17,Piana Degli Albanesi,2025-04-05,609.00,25000000.00,603.35,11439714.52,9439714.52
dig-12,Leone,2025-04-05,828.00,4150000.00,826.95,3577500.00,2327500.00
dig-18,Poma,2025-04-05,195.60,72300000.00,183.41,29877500.00,21783777.25
dig-20,Prizzi,2025-04-05,638.00,9250000.00,633.02,4176149.17,2676149.17
dig-21,Ragoleto,2025-04-05,326.00,17160198.00,316.72,8898525.00,5398237.00
dig-22,Rosamarina,2025-04-05,164.00,73034250.00,145.56,22206819.63,13307638.61
dig-25,Santa Rosalia,2025-04-05,378.05,21080000.00,371.35,13130011.20,8120241.95
dig-26,Scanzano,2025-04-05,517.00,7312775.00,517.42,7700854.58,6670037.75
