cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-09,950.00,30410000.00,943.68,20832387.79,18832387.79
dig-03,Castello,2025-08-09,292.65,19493500.00,279.16,5893200.00,2332203.00
dig-07,Fanaco,2025-08-09,677.50,20700000.00,659.88,3668870.00,3082553.00
dig-09,Garcia (M. Francese),2025-08-09,190.00,61000000.00,175.53,14219000.00,8219000.00
dig-17,Piana Degli Albanesi,2025-08-09,609.00,25000000.00,601.96,9162492.79,7162492.79
dig-12,Leone,2025-08-09,828.00,4150000.00,826.01,3154500.00,1904500.00
dig-18,Poma,2025-08-09,195.60,72300000.00,180.24,21600000.00,13436810.00
dig-20,Prizzi,2025-08-09,638.00,9250000.00,630.55,2826330.70,1326330.70
dig-21,Ragoleto,2025-08-09,326.00,17160198.00,313.98,6950471.00,3450183.00
dig-22,Rosamarina,2025-08-09,164.00,73034250.00,144.71,20716944.00,11775336.00
dig-25,Santa Rosalia,2025-08-09,378.05,20000000.00,369.20,11236392.00,6193336.00
dig-26,Scanzano,2025-08-09,517.00,7312775.00,515.00,5636368.00,4583591.00
