cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-06,950.00,30410000.00,934.57,11970278.90,9970278.90
dig-03,Castello,2026-01-06,292.65,19493500.00,279.83,6316900.00,2766095.00
dig-07,Fanaco,2026-01-06,677.50,20700000.00,657.25,2618703.00,2032386.00
dig-09,Garcia (M. Francese),2026-01-06,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2026-01-06,609.00,25000000.00,599.19,5622064.36,3622064.36
dig-12,Leone,2026-01-06,828.00,4150000.00,824.01,2304000.00,1054000.00
dig-18,Poma,2026-01-06,195.60,72300000.00,176.39,14682500.00,6428888.00
dig-20,Prizzi,2026-01-06,638.00,9250000.00,627.20,1463303.65,113303.65
dig-21,Ragoleto,2026-01-06,326.00,17160198.00,310.84,5039878.00,1539590.00
dig-22,Rosamarina,2026-01-06,164.00,73034250.00,140.83,14591622.00,5605774.00
dig-25,Santa Rosalia,2026-01-06,378.05,20000000.00,366.77,9329371.00,4289391.00
dig-26,Scanzano,2026-01-06,517.00,7312775.00,511.25,3179475.00,2139998.00
dig-31,Gammauta,2026-01-06,500.00,2000000.00,495.39,1540135.00,38663.00
